Count,Customer ID,Customer Name,Customer Type,Service Voltage,Phase
3068,2020120176,"DIGMAN, PABLO JR.",RES4,240,1
3069,2020120180,"AVESTRUZ, ENRIQUE",RES4,240,1
3070,2020120186,"SEMENIANO, CESARIO",RES4,240,1
3071,2020120187,"GAHUMAN, ROSALIE",RES3,240,1
3072,2020120190,"INSIGNE, PRESCILA",RES3,240,1
3073,2020120195,"PASCUAL, CARMELITA C.",RES1,240,1
3074,2020120200,"ABELLA, RICARDO",RES1,240,1
3075,2020120201,"MOLO, ANATOLIO",RES4,240,1
3076,2020120205,"BACATAN, TARCELA N.",RES2,240,1
3077,2020120210,"ORIOL, DELIA",RES1,240,1
3078,2020120215,"INSIGNE, EDUARDO A.",RES3,240,1
3079,2020120220,"BARQUES, RAFAELA",COM1,240,1
3080,2020120235,"DIGMAN, CAROLINA B./MARCELINO",RES1,240,1
3081,2020120245,"ARGUELLES, MARIBETH N./FRANCIS",RES1,240,1
3082,2020120250,"BACALTOS, LEONARDO",RES1,240,1
3083,2020120255,"MAZO, DONNELLY JAY F.",RES4,240,1
3084,2020120260,"NALDA, SABAS",RES2,240,1
3085,2020120265,"VILLALINO, ADOLFO C.",RES4,240,1
3086,2020120270,"CAPALAR, ENCARNACION",COM1,240,1
3087,2020120275,"DACOYCOY, NORBERTO B.",RES2,240,1
3088,2020120280,"CABELLO, GREGORIO",RES3,240,1
3089,2020120285,"DIGMAN, RONALD ALLAN O.",RES3,240,1
3090,2020120290,"MAHINAY, ANGELICA",RES2,240,1
3091,2020120295,"SABELA, LEONILA N.",RES2,240,1
3092,2020120300,"FLORENDO, MARCELA",RES1,240,1
3093,2020120310,"DADACAY, NARCISA",RES2,240,1
3094,2020120315,"DADACAY, DOMINGO",RES2,240,1
3095,2020120320,"GEGANTO, PABLO",RES2,240,1
3096,2020120323,"CABELIN, AMALIA A.",RES1,240,1
3097,2020120325,"SANTOS, DOLORES",RES2,240,1
3098,2020120330,"NEGADO, EUFEMIA",RES1,240,1
3099,2020120335,"ORTULA, JULIANA",RES2,240,1
3100,2020120340,"ORTULA, GUALBERTO",RES3,240,1
3101,2020120345,"TUPA, NOEL A.",RES4,240,1
3102,2020120350,"PASCUAL, GREGORIO",COM3,240,1
3103,2020120351,"SONON, VICTOR",RES2,240,1
3104,2020120352,"MERCOLITA, CONSTANCIO JR.",RES4,240,1
3105,2020120355,"SONON, TERESITA",RES3,240,1
3106,2020120356,"AVILA, MA. LINDA",RES1,240,1
3107,2020120357,"OBANIL, AURORA",RES2,240,1
3108,2020120360,"MERCOLITA, VIRGINIA                IO",RES3,240,1
3109,2020120366,"ORIOL, ERNA",RES2,240,1
3110,2020120370,"IREA, IRNE",RES3,240,1
3111,2020120375,"DOROJA, LELIA",RES4,240,1
3112,2020120376,"LIM, CORAZON",RES2,240,1
3113,2020120377,"ROLLORATA, LORNA E.",RES4,240,1
3114,2020120385,"LAYAGUE, RAFAEL B.",RES1,240,1
3115,2020120390,EASTERN VISAYAS STATE UNIVERSITY,RES1,240,1
3116,2020120395,"FORSUELO, ARNULFO B./KAREEN",RES1,240,1
3117,2020120400,EVSU CARIGARA CAMPUS,PB,240,1
3118,2020120405,CARIGARA SCHOOL OF FISHERIES,PB,240,1
3119,2020120415,"BASILAN, MYRNA",RES2,240,1
3120,2020120420,"NARIDO, BENJAMEN",RES2,240,1
3121,2020120425,"BOLIVAR, SOFIA D.",RES1,240,1
3122,2020120430,"DIGMAN, VISITACION",RES1,240,1
3123,2020120440,"PASCUAL, PURIFICACION",RES3,240,1
3124,2020120445,"BACALTOS, ESPERANZA P.",RES1,240,1
3125,2020120450,"PASCUAL, ALEJANDRA",RES4,240,1
3126,2020120456,"NICDAO, DOMINGO",RES1,240,1
3127,2020120457,"DAJAB, GREG",RES3,240,1
3128,2020120458,"BENZON, DELIA",RES2,240,1
3129,2020120459,"MOLVIZAR, MADONNA S.",RES4,240,1
3130,2020120460,"SABAY, BENJAMEN",RES1,240,1
3131,2020120463,"INSIGNE, PANFILA",RES2,240,1
3132,2020120465,"CABASE, MARIA",RES2,240,1
3133,2020120467,"SINANGOTE, ARLENE",RES3,240,1
3134,2020120470,"GOLONG, GIL/FLORES, MARLO",RES4,240,1
3135,2020120471,"MAKABENTA, ROY",RES2,240,1
3136,2020120473,"WITHE, LETECIA",RES3,240,1
3137,2020120474,"DUMAANO, YOLANDA",RES2,240,1
3138,2020120475,BARUGOHAY NORTE BRGY. HALL,PB,240,1
3139,2020120476,"BRIER, ROBERTO",RES3,240,1
3140,2020120477,"DACOYCOY, ARSENIO",RES1,240,1
3141,2020120478,"BUSTLLO, DOROTEO",RES1,240,1
3142,2020120479,"CALO, ESMERALDA",RES2,240,1
3143,2020120480,"ORTULA, DOMINGA",RES3,240,1
3144,2020120481,"CANDAZA, ROGELIO",RES3,240,1
3145,2020120482,"BACAY, ZOSIMO",RES2,240,1
3146,2020120483,"CABASE, BENJAMIN",RES2,240,1
3147,2020120484,"BENZON,ROMEO",RES1,240,1
3148,2020120485,"BALATO, GEMMA P./JOSEPH",RES1,240,1
3149,2020120486,"CANTIVEROS, THELMA",RES1,240,1
3150,2020120490,"DARANTINAO, ROMUALDO",RES1,240,1
3151,2020120491,"BRIER, ANNYBIT R.",RES2,240,1
3152,2020120495,"BACATAN, EVELYN A.",RES2,240,1
3153,2020120500,"COLANTA, VILMA",RES1,240,1
3154,2020120505,"OLEDAN, MYRNA B.",RES3,240,1
3155,2020120510,"AGOSTO, GUILLERMO",RES2,240,1
3156,2020120515,"CAÑAMAQUE, REY S.",RES1,240,1
3157,2020120520,"TENEDORA, GLORIA",RES3,240,1
3158,2020120525,"HAMTIG, RIZAN M.",RES1,240,1
3159,2020120530,"PONTOY, LILIA",RES3,240,1
3160,2020120535,"CAÑAMAQUE, ANNABEL SABILLO",RES1,240,1
3161,2020120540,"BADION, GORGONIO",RES2,240,1
3162,2020120541,"QUINTANA, CELEDONIA",RES2,240,1
3163,2020120542,"MONTALBAN, NOMERIANO",RES2,240,1
3164,2020120545,"LIMCHAYPO, JESEL A./ALVIN",RES1,240,1
3165,2020120550,"GONZALES, ADELITO",RES3,240,1
3166,2020120552,"LORECA, AMPARO",RES1,240,1
3167,2020120553,"DACILLO, LYDIA",RES3,240,1
3168,2020120557,"ESCANILLAS, ANGELICA",RES4,240,1
3169,2020120558,"LUCENA, ROSALEA",RES1,240,1
3170,2020120560,"BORGUETA, MERELITA",RES4,240,1
3171,2020120561,"BORQUETA, AMALIA",RES1,240,1
3172,2020120562,BARUGOHAY NORTE ELEM. SCHOOL,PB,240,1
3173,2020120564,"AGUIRRE, ROSIE",RES4,240,1
3174,2020120565,"BALINDO, ANECITA",RES1,240,1
3175,2020120566,"BRILATA, RUEL",RES3,240,1
3176,2020120567,"FLORES, ROSITA",RES4,240,1
3177,2020120568,"MAKABENTA, NENITA",RES1,240,1
3178,2020120569,"GIBAN, ANITA",RES4,240,1
3179,2020120570,"HIGOM, GERARDO",RES4,240,1
3180,2020120571,"SERANTE, ESPERANZA",RES1,240,1
3181,2020120572,"LUMEN, ESTRELLA",RES2,240,1
3182,2020120573,"HIGUM, RONA",RES2,240,1
3183,2020120574,"GAHUMAN, EUGENIA",RES1,240,1
3184,2020120575,"ESPOS, CHRISTIAN D. ",RES1,240,1
3185,2020120576,"RANIN, VIRGILIO",RES3,240,1
3186,2020120585,"MARQUEZ, JESUS",RES4,240,1
3187,2020120590,"AGUILOS, EULOGIO",RES1,240,1
3188,2020120593,"QUIDLAT, DELIA",RES4,240,1
3189,2020120594,"CABELLO, GRACE",RES3,240,1
3190,2020120600,"AGUILOS, MATILDE",RES3,240,1
3191,2020120602,"MORIEL, AZINETH",RES1,240,1
3192,2020120605,"NABONG, CESAR",RES1,240,1
3193,2020120608,"HIGUM, ROWENA",RES3,240,1
3194,2020120609,"ORDONA, MINAR",RES4,240,1
3195,2020120610,"PADILLOS, PABLITO",RES1,240,1
3196,2020120615,"FELIZARTA, VIRGILIA",RES1,240,1
3197,2020120616,"ORIOQUE, GERTRUDES",RES1,240,1
3198,2020120619,"BACATAN, BENJAMEN",RES1,240,1
3199,2020120620,"NALDA, RODRIGO",RES2,240,1
3200,2020120622,"CANEGA, BEATRIZ",RES2,240,1
3201,2020120623,"LUCELO, CHARITO",RES1,240,1
3202,2020120625,"ORTULA, CORAZON",RES3,240,1
3203,2020120626,"JACABAN, FE",RES2,240,1
3204,2020120627,"NALDA, RICARDO",RES3,240,1
3205,2020120630,"BADIABLE, REYNALDO",RES3,240,1
3206,2020120635,"TADEFA, CASEMERO",RES1,240,1
3207,2020120640,"LUCELO, CONSORCIA",RES1,240,1
3208,2020120642,"ORIOQUE, MIGUELA",RES2,240,1
3209,2020120643,"ORTULA, ROBERTO",RES2,240,1
3210,2020120645,"ORTULA, DOROTEO JR.",RES3,240,1
3211,2020120647,"LUCELO, EDGARDO",RES1,240,1
3212,2020120650,"YOBIA, DANILO",RES2,240,1
3213,2020120655,"HIGUM, CRISTINA M.",RES1,240,1
3214,2020120660,"ORTULA, VISITACION",RES1,240,1
3215,2020120665,"LADRERA, LITA",RES1,240,1
3216,2020120670,"ORIOL, ESTANISLAO",RES1,240,1
3217,2020120680,"BACTOL, SEVERINO",RES2,240,1
3218,2020120681,"ARBOL, MARILYN P.",RES1,240,1
3219,2020120685,"NALDA, BEBIANA",RES3,240,1
3220,2020120690,"TADIFA, ERIBERTO",RES1,240,1
3221,2020120695,"NALDA, RODRIGO JR.",RES3,240,1
3222,2020120709,"CA?EGA, ROSALINO",RES1,240,1
3223,2020120711,"GRATIL, JUAN",RES3,240,1
3224,2020120712,"CA?EGA, EMERITA",RES2,240,1
3225,2020120713,"NALDA, RAYMUNDO",RES1,240,1
3226,2020120715,"OLEDAN, ALMA",RES2,240,1
3227,2020120720,"BRGY. PARENA CHAPEL / ORTULA, LEONIDA",PB,240,1
3228,2020120722,"GOLISONDA, SAMUEL",RES2,240,1
3229,2020120725,"OLEDAN, RODOLFO",RES1,240,1
3230,2020120735,"ALIDO, RHODERICK",RES4,240,1
3231,2020120737,"BACTOL, VIRGIE",RES1,240,1
3232,2020120740,"RAMOS, FELIPE",RES1,240,1
3233,2020120741,"BACATAN, GORGONIA",RES1,240,1
3234,2020120745,"RENDORA, LOURDES G.",RES1,240,1
3235,2020120750,"RAMOS, FELIPE",RES2,240,1
3236,2020120755,"VILLAR, RICHARD B.",RES4,240,1
3237,2020120760,"BACTOL, ISABELO",RES4,240,1
3238,2020120765,"LUMANAS, NARCISO",RES4,240,1
3239,2020120770,"BARQUES, FELIX",RES1,240,1
3240,2020120773,"BARQUES, JAIME",RES1,240,1
3241,2020120775,"OLEDAN, NICOLASA",RES4,240,1
3242,2020120780,"OLEDAN, TARCELO",RES1,240,1
3243,2020120781,"BACATAN, JANET",RES1,240,1
3244,2020120785,"OLEDAN, TERESITA",RES1,240,1
3245,2020120795,"TONOLETE, JULIANITO",RES2,240,1
3246,2020120800,"OLEDAN, MARIVIC",RES1,240,1
3247,2020120801,"DUAVIS, MARITA",RES1,240,1
3248,2020120805,"CANASTA, ELEGIO",RES3,240,1
3249,2020120810,"ORTULA, HENEDINO",RES2,240,1
3250,2020120815,"BACATAN, ANITA",RES1,240,1
3251,2020120820,"ORTULA, VICENTE",RES1,240,1
3252,2020120821,"PORRAL, ROSARIO",RES1,240,1
3253,2020120825,"BRUN, JOSE/CANONERO",RES1,240,1
3254,2020120830,"SILVANO, REMEDIOS",RES3,240,1
3255,2020120835,"GAVIOLA, REZA S.",RES4,240,1
3256,2020120839,"BORERES, MARY ANN N.",RES1,240,1
3257,2020120840,"ARPON, NICOLAS",RES2,240,1
3258,2020120841,"VILLALINO, DESIREE O.",RES3,240,1
3259,2020120844,"NIMER, ALDWIN T.",RES2,240,1
3260,2020120845,"OLEDAN, IMELDA",RES1,240,1
3261,2020120846,"BACATAN, WILFREDA",RES1,240,1
3262,2020120847,"DELIMA, WILBERTO",RES1,240,1
3263,2020120848,"JULI, NELSON",RES1,240,1
3264,2020120849,"DALIMOCON, PERPETUA",RES1,240,1
3265,2020120850,"JULI, SOLOMON",RES4,240,1
3266,2020120851,"CAMPOSANO, ERWIN",RES1,240,1
3267,2020120852,"JULI, CHARITA",RES1,240,1
3268,2020120853,"ORIOQUE, ARSENIO",RES1,240,1
3269,2020120854,"CANONERO, INOCENCIA",RES1,240,1
3270,2020120855,"LUCELO, VICTORIA",RES2,240,1
3271,2020120856,"FLORENDO, NENITA",RES1,240,1
3272,2020120857,"TADIFA, ROSALEA",RES1,240,1
3273,2020120858,"CANOVERO, LORNA",RES1,240,1
3274,2020120859,"PENAFIEL, ELMER",RES1,240,1
3275,2020120861,"BACATAN, RANDY",RES1,240,1
3276,2020120862,"SALVACION, MANUELITA",RES1,240,1
3277,2020120863,"PIGGERY C/O LARRAGA, ALEJANDRO",COM1,240,1
3278,2020120865,"DAVOCOL, ALEJANDRO P.",RES4,240,1
3279,2020120870,"DELIMA, WELLIA",RES1,240,1
3280,2020120871,"ROYLO, DOLORES",RES1,240,1
3281,2020120873,"OLEDAN, DYLIN",RES1,240,1
3282,2020120875,"BACATAN, SATURNINO H.",RES1,240,1
3283,2020120880,"OROGAN, CLARA",RES1,240,1
3284,2020120885,"ORTULA, LOUIE D.",RES1,240,1
3285,2020120890,"CABELIN, MADRONITO",RES1,240,1
3286,2020120892,"ORIOL, ESTANISLAO",RES2,240,1
3287,2020120893,"BACATAN, CONSTANCIA",RES1,240,1
3288,2020120895,"BACATAN, ALFREDO",RES1,240,1
3289,2020120897,"BACATAN, PAULINO",RES1,240,1
3290,2020120898,"BACATAN, RODOLFO",RES1,240,1
3291,2020120899,"GALIZONDA, EMERITA",RES1,240,1
3292,2020120900,"OLEDAN, SIXTO",RES1,240,1
3293,2020120901,"ADVINCULA, RENANTE",RES3,240,1
3294,2020120902,"FRANCISCO, HERMALYN",RES1,240,1
3295,2020120903,"ESCOBER, TERESITA",RES3,240,1
3296,2020120904,"ANAGAP, FELINA",RES3,240,1
3297,2020120906,"TARGOS, BENITO SR.",RES2,240,1
3298,2020120907,"CABELIN, VIOLETA",RES3,240,1
3299,2020120910,"OLEDAN, BASILIA",RES1,240,1
3300,2020120911,"NALDA, ROMAN",RES1,240,1
3301,2020120912,OLEDAN SEGUNDO,RES1,240,1
3302,2020120913,BRGY. HALL C/O BRGY. CAPTAIN,PB,240,1
3303,2020120914,"NALDA, FRANCISCO",RES1,240,1
3304,2020120915,"BARDIABLE, EUTIQUIO",RES3,240,1
3305,2020120917,"BARQUEZ, SHIRLY",RES2,240,1
3306,2020120918,"BACATAN, MARIO",RES1,240,1
3307,2020120919,"CAPALAR, LEON",RES1,240,1
3308,2020120921,"BRAVO, ILDEFREDO GO",RES4,240,1
3309,2020120922,"LORENO, RICHARD",RES2,240,1
3310,2020120923,"CELIS, FEDERICO M., SR.",RES1,240,1
3311,2020120924,"BACARISAS, WILFREDO",RES1,240,1
3312,2020120925,"BACATAN, JANICE",RES3,240,1
3313,2020120926,"BILLONES, BETTY",RES1,240,1
3314,2020120927,"GOMEZ, BONIFACIO JR.",RES4,240,1
3315,2020120928,"LESIGUES, NOEL",RES4,240,1
3316,2020120929,"ABOGADO, BELARMINA",RES3,240,1
3317,2020120930,"FLORES, ARNULFO D.",RES1,240,1
3318,2020120931,"NIVERA, DELIMA",RES2,240,1
3319,2020120932,"VILLANUEVA, ESTRELLA",RES3,240,1
3320,2020120933,"REYES, ELENA/LLOREN, ELESEO",RES1,240,1
3321,2020120935,"VILLACOTE, MARIANO",RES2,240,1
3322,2020120936,"ABOGA, JOSE RENANTE",RES2,240,1
3323,2020120937,"HIDALGO, THELMA",RES2,240,1
3324,2020120938,"DAJAB, GARY",RES3,240,1
3325,2020120939,"CANTILLA, RANDY",RES3,240,1
3326,2020120940,"GOZON, YOLANDO",COM1,240,1
3327,2020120943,"LUCELO, GILDA",RES3,240,1
3328,2020120944,"ABOGADO, ROLANDO",RES1,240,1
3329,2020120945,BRGY. CHAPEL C/O BRGY. CAPTAIN,PB,240,1
3330,2020120946,"AGUILOS, WALTER",RES2,240,1
3331,2020120948,"BADANA, CARLITO",RES1,240,1
3332,2020120949,"BERIN, MARIVIC",RES1,240,1
3333,2020120951,"VILLALINO, ELYN",RES4,240,1
3334,2020120952,"BENZON, JUAN",RES1,240,1
3335,2020120953,"NALDA, ARJAY",RES3,240,1
3336,2020120954,"CATAMORA, LIEZELDA",RES3,240,1
3337,2020120955,"BUSTILLO, RENATO",RES3,240,1
3338,2020120956,"LADRERA, ABE-GAY N./ELMIN CRN",RES1,240,1
3339,2020120957,"BACARISAS, GINALYN C.",RES1,240,1
3340,2020120960,"DAJAB, ARMANDO",RES3,240,1
3341,2020120970,"MAKABENTA, DOMINGO",RES1,240,1
3342,2020120975,"BACALTOS, SUSAN",RES3,240,1
3343,2020120980,"HIGOM, CERIACO",RES1,240,1
3344,2020120981,"BRIER, MAY CRISTINE",RES1,240,1
3345,2020120982,"DE LA DIA, CARMELITA",RES1,240,1
3346,2020120985,MUNICIPAL NURSERY & RESOURCE CENTER,RES1,240,1
3347,2020120990,"BUSTILLO, IRENEO",COM1,240,1
3348,2020120995,"DIPA, ASUNCION",RES2,240,1
3349,2020121000,"ABELLANOSA, SYLVIA",RES3,240,1
3350,2020121001,"COSTELO, MADESSA",RES2,240,1
3351,2020121002,"CANABE, NICOLAS",RES2,240,1
3352,2020121003,"CANDARE, TEODORA",RES1,240,1
3353,2020121004,"ARANZADO, ALLAN",RES2,240,1
3354,2020121005,"SIMMONS, DOLORES",RES4,240,1
3355,2020121010,"DIPA, GILDA",RES2,240,1
3356,2020121015,"NALDO, HENRY H.",RES3,240,1
3357,2020121020,"NALDA, QUIRINO",RES2,240,1
3358,2020121025,"NITURA, ERMELITA I.",RES3,240,1
3359,2020121030,"CLEMENCIO, LOLITA",RES4,240,1
3360,2020121035,"NALDA, HYDON",RES1,240,1
3361,2020121045,"AGOSTO, MELINDA C.",RES2,240,1
3362,2020121050,"INSIGNE, AGAPITO",RES4,240,1
3363,2020121055,"OLEDAN, JENNIFER C.",RES1,240,1
3364,2020121060,"PANIM, MARCIAL",RES2,240,1
3365,2020121062,"BUSTILLO, EVELYN",RES1,240,1
3366,2020121063,"SABAY, PIO",RES1,240,1
3367,2020121064,"DELIS, REYNALDO",RES2,240,1
3368,2020121065,"MIRALLES, IMELDA D.",RES2,240,1
3369,2020121068,"PETALLANA, PAMELA",RES3,240,1
3370,2020121069,"ORDO?A, AGUSTINA",RES3,240,1
3371,2020121070,"DACOYCOY, ANITA",RES3,240,1
3372,2020121075,"RONQUILLO, IMELDA G.",RES1,240,1
3373,2020121080,"DACOYCOY, TOMAS",RES1,240,1
3374,2020121081,"DACOYCOY, MARILINA",RES2,240,1
3375,2020121082,"DACOYCOY, REBECCA",RES1,240,1
3376,2020121083,"DACOYCOY, DINA",RES1,240,1
3377,2020121085,"OLEDAN, MA. CARMELITA C.",RES1,240,1
3378,2020121090,"JEHL, TEMOTHY",RES3,240,1
3379,2020121091,"ITONG, NOEL",RES1,240,1
3380,2020121095,"OLEDAN, REBECCA B.",RES1,240,1
3381,2020121100,"DACOYCOY, ARSENIO B./ELIZABETH",RES3,240,1
3382,2020121105,"FLORENDO, NICALYN E.",RES1,240,1
3383,2020121110,"DACOYCOY, ARSENIO/ RM",COM1,240,1
3384,2020121115,"NAPOLES, PELAGIO L.",RES1,240,1
3385,2020121120,"OLEDAN, BERNARDINO",RES3,240,1
3386,2020121125,"DACOYCOY, NORBERTO",RES1,240,1
3387,2020121130,"NITURA, FELINO",RES3,240,1
3388,2020121140,"CABASE, ALFREDO",RES3,240,1
3389,2020121150,"PERIDA, RAYANT",RES2,240,1
3390,2020121155,"AGUILOS, CYNTHIA",RES1,240,1
3391,2020121157,"VILLAMOR, ANTONIO",RES1,240,1
3392,2020121160,"AGUILOS, ESTERLITA",RES1,240,1
3393,2020121161,"ROJAS, ANITA",RES1,240,1
3394,2020121166,"TANALA, ANGELA",RES1,240,1
3395,2020121167,"MALOLOY-ON, PRESCILA",RES1,240,1
3396,2020121170,"ATIENZA, ADAM",RES4,240,1
3397,2020121175,"FLORES, LOLITA",RES1,240,1
3398,2020121178,"FLORES, ROXY R./EDWIN",RES1,240,1
3399,2020121180,"VARGAS, ISAGANI",RES1,240,1
3400,2020121185,"DACARA, ANTONIO A.",RES1,240,1
3401,2020121190,"TADEFA, ROWENA B.",RES1,240,1
3402,2020121195,"TADEFA, PRESCILA S, ",RES1,240,1
3403,2020121200,"MAGANITO, AIDA C.",RES4,240,1
3404,2020121205,"TABINAS, LUCILL JONATHAN A.",RES2,240,1
3405,2020121210,"DACOYCOY, ARSENIO B.",RES1,240,1
3406,2020121215,"DAJAB, GREG L.",RES4,240,1
3407,2020121220,"RELOS, LORNA S.",RES1,240,1
3408,2020121225,"PERIDA, JOSEPHINE M.",RES1,240,1
3409,2020121230,"SABILLO, ADORA L.",RES3,240,1
3410,2020121235,"CAÑEGA, ELIZABETH P.",RES1,240,1
3411,2020121240,"BALIAT, ANTHONY G.",RES3,240,1
3412,2020121245,"ORIOQUE, EUFRACIO",RES1,240,1
3413,2020121255,"JACABAN, SHARON C.",RES1,240,1
3414,2020121260,"RENDORA, MYRNA R.",RES2,240,1
3415,2020121265,"TANCINCO, JEMARIE B.",RES3,240,1
3416,2020121270,"CASALE, MARIANETA A.",RES1,240,1
3417,2020121275,"BACTOL, SAMMY A.",RES4,240,1
3418,2020121280,"LAGO, MARGIE L.",RES1,240,1
3419,2020121285,"DIPA, LIZA D.",RES2,240,1
3420,2020121290,"RAMAL, MARITES T.",RES2,240,1
3421,2020121295,"DELIS, VILMA C.",RES1,240,1
3422,2020121300,"DIGMAN, KAREN B.",RES1,240,1
3423,2020121305,"PAJO, ROSE ANN A.",RES1,240,1
3424,2020121315,"BALLESTEROS, GITANJALE C.",RES1,240,1
3425,2020121320,"DACOYCOY, BIENVENIDA B.",RES4,240,1
3426,2020121325,"JULI, NICANOR S.",RES2,240,1
3427,2020121330,"ORIOQUE, MARICEL N.",RES1,240,1
3428,2020121335,"ORIOQUE, CASTULO A.",RES2,240,1
3429,2020121340,"CELIS, MANUEL JR. R.",RES1,240,1
3430,2020121345,"SABAY, NOEL I.",RES2,240,1
3431,2020121350,"CAPA, MAGDALENO L.",RES2,240,1
3432,2020121355,"LENZO, ELENA M.",RES1,240,1
3433,2020121360,"ALBERCA, MA. BELINDA P.",RES1,240,1
3434,2020121365,"ORUNGAN, ROQUE H.",RES1,240,1
3435,2020121370,"OLEDAN, RENNY B.",RES1,240,1
3436,2020121375,"PORRAL, KHARREN R.",RES2,240,1
3437,2020121385,"TADEFA, BALBINA S.",RES2,240,1
3438,2020121390,"OLEDAN, NICOLAS B.",RES1,240,1
3439,2020121395,"ORIOQUE, AGRIPINO B.",RES1,240,1
3440,2020121400,DAY CARE C/O BRGY. CHAIRMAN,PB,240,1
3441,2020121405,"ORIOQUE, EVANGELITO A.",RES1,240,1
3442,2020121410,"SUMAYA, PABLITO C.",RES2,240,1
3443,2020121415,"NALDA, LEONILA O.",RES2,240,1
3444,2020121420,"CAMBE, VICENTE JR. B.",RES3,240,1
3445,2020121425,"NABONG, EFREN H.",RES2,240,1
3446,2020121430,"SABINO, JAYSON C.",RES1,240,1
3447,2020121435,"CAÑEGA, ALBERT O.",RES2,240,1
3448,2020121440,"HIDALGO, JUANITO O.",RES1,240,1
3449,2020121450,"LUCELO, RONALLENE O.",RES1,240,1
3450,2020121455,"JULI, JAYSON L.",RES1,240,1
3451,2020121460,"MONTE DE RAMOS, SHIENA C.",RES1,240,1
3452,2020121465,"SALVACION, CONSORCIA",RES1,240,1
3453,2020121470,"OLEDAN, ROGELIO B.",RES1,240,1
3454,2020121475,"BACATAN, LILIBETH J.",RES1,240,1
3455,2020121480,"ROBEL, LUIS L.",RES1,240,1
3456,2020121485,"MAKABENTA, JOSEFINA O.",RES1,240,1
3457,2020121490,"ORTULA, LEO R.",RES1,240,1
3458,2020121500,"IBAÑEZ, MYDA",RES3,240,1
3459,2020121505,"BRIER, ERLINDA",RES1,240,1
3460,2020121510,"MABINI, AIZA D.",RES3,240,1
3461,2020121515,"HINGABAY, BENILDA P.",RES2,240,1
3462,2020121520,"BENSON, JOSE J.",RES2,240,1
3463,2020121525,"GARRIDO, CARMELO P./BAKERY",COM1,240,1
3464,2020121530,"DIGMAN, LEO GIL O.",RES3,240,1
3465,2020121535,"DIGMAN, DEBORAH P.",RES4,240,1
3466,2020121540,"DAGANASOL, JAYCEE O.",RES1,240,1
3467,2020121545,"ESPOS, CHRISTIAN DACALLOS",RES2,240,1
3468,2020121550,"ORIOL, EDITHA M.",RES1,240,1
3469,2020121555,"PADILLOS, GINALYN O.",RES1,240,1
3470,2020121560,"MORIEL, EUGENE D.",RES1,240,1
3471,2020121565,"SABANAG, ANTONIO G.",RES1,240,1
3472,2020121570,"BACATAN, VIOLETA S.",RES1,240,1
3473,2020121575,"BACATAN, RENY S.",RES1,240,1
3474,2020121580,"DADACAY, ELISA O.",RES1,240,1
3475,2020121585,"VILLEGAS, CEFERINA B.",RES1,240,1
3476,2020121590,"DADACAY, DAISY O.",RES1,240,1
3477,2020121595,"TADEFA, TERESITA N.",RES1,240,1
3478,2020121601,"PADILLOS, ROY B.",RES2,240,1
3479,2020121603,"BACATAN, CONSTANCIO L.",RES1,240,1
3480,2020121604,"PADILLOS, ROLANDO O.",RES1,240,1
3481,2020121605,"SONON, VICTOR JR.",RES1,240,1
3482,2020121607,"LOPEZ, JELYN L.",RES1,240,1
3483,2020121608,"BALATO, ROEL P.",RES1,240,1
3484,2020121609,"PAET, JOAQUIN R.",RES2,240,1
3485,2020121610,"COSTELO, ALEJANDRO D.",RES1,240,1
3486,2020121611,"DACOYCOY, LOLITA J.",RES1,240,1
3487,2020121612,"LESUGUES, AMELITA P.",RES3,240,1
3488,2020121613,"RAMIREZ, PEDRO JOMOC",RES1,240,1
3489,2020121615,"PIRANTE, JUDY S.",RES1,240,1
3490,2020121616,"AGUIRRE, JAYSON B.",RES2,240,1
3491,2020121617,"CAJEPE, JOSE LOLITO O.",RES2,240,1
3492,2020121618,"DELOS REYES, CONCESA C.",RES1,240,1
3493,2020121619,"OLEDAN, IRENEO B.",RES1,240,1
3494,2020121620,"BACATAN, JENNYLYN AGUILOES",RES1,240,1
3495,2020121621,"SERANTE, MERIAM EVORDE",RES1,240,1
3496,2020121622,"CANDAZA, ANGIENY SANGRANO",RES1,240,1
3497,2020121623,"VILLASICA, VERLYN TACGOS",RES1,240,1
3498,2020121625,"TAFALLA, BENEDICTA ORIOL",RES1,240,1
3499,2020121626,"TANCICO, GEMMA BARUC",RES2,240,1
3500,2020121629,"DAGALEA, ALFA CANDASUA",RES1,240,1
3501,2020121630,"RAMOS, JOCELYN DAUPLO",RES2,240,1
3502,2020121631,"DELA PEÑA, PAT MARDA",RES1,240,1
3503,2020121632,"BENSON, NICOL JAY M.",RES2,240,1
3504,2020121633,"ORIOQUE, GERIZA GARBOSA",RES2,240,1
3505,2020121634,"DADACAY, MARLYN SONON",RES2,240,1
3506,2020121635,"OBAOB, LESLIE RAMIREZ",RES3,240,1
3507,2020121636,"CABASE, ANTONIO ARPON",RES1,240,1
3508,2020121637,"DOLLETE, LUISA E.",RES2,240,1
3509,2020121638,"ORIOL, CARLO ACE MONSALES",RES1,240,1
3510,2020121639,"AGUILOS, ANADEL SANDAL",RES1,240,1
3511,2020121641,"CARDINES, FREDDIE TAÑEGA",RES1,240,1
3512,2020121642,"CARDINES, JOY RUTH T.",RES1,240,1
3513,2020121643,"MARCOS, CLARA CHU",RES1,240,1
3514,2020121644,"ORTULA, AGUILINO CABILLO",RES1,240,1
