Count,Bus ID,Bus Description,Nominal Voltage (kV),feeder,post_id
475,S0001-0017-004S,Secondary Line,0.24,F1,235
476,S0001-0017-02d2,Secondary Line,0.24,F1,236
477,S0001-0017-02d3,Secondary Line,0.24,F1,237
478,S001-19-10-0005,Secondary Line,0.24,F1,238
479,S001-19-10-0001,Secondary Line,0.24,F1,239
480,S001-19-10-0002,Secondary Line,0.24,F1,240
481,S001-19-10-0003,Secondary Line,0.24,F1,1
482,S001-19-10-0006,Secondary Line,0.24,F1,2
483,S001-19-10-0004,Secondary Line,0.24,F1,3
484,S001-19-10-0007,Secondary Line,0.24,F1,4
485,S001-19-10-0008,Secondary Line,0.24,F1,5
486,S001-19-10-0009,Secondary Line,0.24,F1,6
487,S001-19-10-0010,Secondary Line,0.24,F1,7
488,S001-19-10-0011,Secondary Line,0.24,F1,8
489,S001-19-10-0012,Secondary Line,0.24,F1,9
490,S001-19-10-0013,Secondary Line,0.24,F1,10
491,S001-19-38-0015,Secondary Line,0.24,F1,11
492,S001-19-38-0001,Secondary Line,0.24,F1,12
493,S001-19-38-0002,Secondary Line,0.24,F1,13
494,S001-19-38-0003,Secondary Line,0.24,F1,14
495,S001-19-38-0004,Secondary Line,0.24,F1,15
496,S001-19-38-0005,Secondary Line,0.24,F1,16
497,S001-19-38-0006,Secondary Line,0.24,F1,17
498,S001-19-38-0007,Secondary Line,0.24,F1,18
499,S001-19-38-0008,Secondary Line,0.24,F1,19
500,S001-19-38-0009,Secondary Line,0.24,F1,20
501,S001-19-38-0010,Secondary Line,0.24,F1,21
502,S001-19-38-0011,Secondary Line,0.24,F1,22
503,S001-19-38-0012,Secondary Line,0.24,F1,23
504,S001-19-38-0013,Secondary Line,0.24,F1,24
505,S001-19-38-0016,Secondary Line,0.24,F1,25
506,S001-19-38-0014,Secondary Line,0.24,F1,26
507,S001-19-38-0017,Secondary Line,0.24,F1,27
508,S001-19-38-0018,Secondary Line,0.24,F1,28
509,S001-19-38-0019,Secondary Line,0.24,F1,29
510,S001-19-38-0020,Secondary Line,0.24,F1,30
511,S001-19-38-0021,Secondary Line,0.24,F1,31
512,S001-19-38-0022,Secondary Line,0.24,F1,32
513,S001-19-38-0023,Secondary Line,0.24,F1,33
514,S001-19-38-0024,Secondary Line,0.24,F1,34
515,S001-19-38-0025,Secondary Line,0.24,F1,35
516,S001-19-38-0026,Secondary Line,0.24,F1,36
517,S001-19-38-0027,Secondary Line,0.24,F1,37
518,S001-19-38-0028,Secondary Line,0.24,F1,38
519,S001-19-38-0029,Secondary Line,0.24,F1,39
520,S001-19-38-0030,Secondary Line,0.24,F1,40
521,S001-19-38-0031,Secondary Line,0.24,F1,41
522,S001-19-38-0032,Secondary Line,0.24,F1,42
523,S001-19-38-0033,Secondary Line,0.24,F1,43
524,S001-19-38-0034,Secondary Line,0.24,F1,44
525,S000009-0000008,Secondary Line,0.24,F1,45
526,S000009-0000001,Secondary Line,0.24,F1,46
527,S000009-0000002,Secondary Line,0.24,F1,47
528,S000009-0000003,Secondary Line,0.24,F1,48
529,S000009-0000004,Secondary Line,0.24,F1,49
530,S000009-0000005,Secondary Line,0.24,F1,50
531,S000009-000007a,Secondary Line,0.24,F1,51
532,S000009-0000006,Secondary Line,0.24,F1,52
533,S000009-000008a,Secondary Line,0.24,F1,53
534,S000009-0000009,Secondary Line,0.24,F1,54
535,S000009-0000010,Secondary Line,0.24,F1,55
536,S000009-0000011,Secondary Line,0.24,F1,56
537,S000009-0000007,Secondary Line,0.24,F1,57
538,S000009-000008b,Secondary Line,0.24,F1,58
539,S000009-000008c,Secondary Line,0.24,F1,59
540,S000009-00008c1,Secondary Line,0.24,F1,60
541,S000009-000008d,Secondary Line,0.24,F1,61
542,S000009-000008e,Secondary Line,0.24,F1,62
543,S000009-000008f,Secondary Line,0.24,F1,63
544,S000009-000008g,Secondary Line,0.24,F1,64
545,S000013-0000001,Secondary Line,0.24,F1,65
546,S000015-0000004,Secondary Line,0.24,F1,66
547,S000015-0000001,Secondary Line,0.24,F1,67
548,S000015-0000002,Secondary Line,0.24,F1,68
549,S000015-000004A,Secondary Line,0.24,F1,69
550,S000015-0000005,Secondary Line,0.24,F1,70
551,S000015-0000003,Secondary Line,0.24,F1,71
552,S000015-000005a,Secondary Line,0.24,F1,72
553,S000015-0000006,Secondary Line,0.24,F1,73
554,S000015-0000007,Secondary Line,0.24,F1,74
555,S000015-0000008,Secondary Line,0.24,F1,75
556,S000015-000004B,Secondary Line,0.24,F1,76
557,S000015-000004C,Secondary Line,0.24,F1,77
558,S000015-000004D,Secondary Line,0.24,F1,78
559,S000015-000004E,Secondary Line,0.24,F1,79
560,S000015-000004F,Secondary Line,0.24,F1,80
561,S000015-000004G,Secondary Line,0.24,F1,81
562,S000015-000004H,Secondary Line,0.24,F1,82
563,S0016-0013-0011,Secondary Line,0.24,F1,83
564,S0016-0013-001A,Secondary Line,0.24,F1,84
565,S0016-0013-0001,Secondary Line,0.24,F1,85
566,S0016-0013-0002,Secondary Line,0.24,F1,86
567,S0016-0013-0003,Secondary Line,0.24,F1,87
568,S0016-0013-0004,Secondary Line,0.24,F1,88
569,S0016-0013-0005,Secondary Line,0.24,F1,89
570,S0016-0013-0006,Secondary Line,0.24,F1,90
571,S0016-0013-0007,Secondary Line,0.24,F1,91
572,S0016-0013-0008,Secondary Line,0.24,F1,92
573,S0016-0013-0009,Secondary Line,0.24,F1,93
574,S0016-0013-011A,Secondary Line,0.24,F1,94
575,S0016-0013-0012,Secondary Line,0.24,F1,95
576,S0016-0013-0010,Secondary Line,0.24,F1,96
577,S0016-0013-0013,Secondary Line,0.24,F1,97
578,S0016-0013-0014,Secondary Line,0.24,F1,98
579,S0016-0013-0015,Secondary Line,0.24,F1,99
580,S0016-0013-0016,Secondary Line,0.24,F1,100
581,S0016-0013-0017,Secondary Line,0.24,F1,101
582,S0016-0013-0018,Secondary Line,0.24,F1,102
583,S0016-0013-0019,Secondary Line,0.24,F1,103
584,S0016-0013-0020,Secondary Line,0.24,F1,104
585,S0016-0013-020A,Secondary Line,0.24,F1,105
586,S0016-0013-0021,Secondary Line,0.24,F1,106
587,S0016-0013-0022,Secondary Line,0.24,F1,107
588,S0016-0013-0023,Secondary Line,0.24,F1,108
589,S0016-0013-0024,Secondary Line,0.24,F1,109
590,S0016-0013-0025,Secondary Line,0.24,F1,110
591,S0016-0013-0026,Secondary Line,0.24,F1,111
592,S0016-0013-0027,Secondary Line,0.24,F1,112
593,S0016-0013-0028,Secondary Line,0.24,F1,113
594,S0016-0013-0029,Secondary Line,0.24,F1,114
595,S0016-0013-0030,Secondary Line,0.24,F1,115
596,S0016-0013-0031,Secondary Line,0.24,F1,116
597,S0016-0013-0032,Secondary Line,0.24,F1,117
598,S0016-0013-0033,Secondary Line,0.24,F1,118
599,S0016-0013-011B,Secondary Line,0.24,F1,119
600,S0016-0013-020B,Secondary Line,0.24,F1,120
601,S0016-0013-020C,Secondary Line,0.24,F1,121
602,S0016-0013-020D,Secondary Line,0.24,F1,122
603,S000025-0000005,Secondary Line,0.24,F1,123
604,S000025-0000001,Secondary Line,0.24,F1,124
605,S000025-000003A,Secondary Line,0.24,F1,125
606,S000025-0000002,Secondary Line,0.24,F1,126
607,S000025-0000003,Secondary Line,0.24,F1,127
608,S000025-0000006,Secondary Line,0.24,F1,128
609,S000025-0000004,Secondary Line,0.24,F1,129
610,S000025-000006A,Secondary Line,0.24,F1,130
611,S000025-0000007,Secondary Line,0.24,F1,131
612,S000025-0000008,Secondary Line,0.24,F1,132
613,S000025-0000009,Secondary Line,0.24,F1,133
614,S000025-0000010,Secondary Line,0.24,F1,134
615,S000025-0000011,Secondary Line,0.24,F1,135
616,S000025-0000012,Secondary Line,0.24,F1,136
617,S000025-000003B,Secondary Line,0.24,F1,137
618,S000034-0000001,Secondary Line,0.24,F1,138
619,S0034-007A-0002,Secondary Line,0.24,F1,139
620,S0034-009a-0002,Secondary Line,0.24,F1,140
621,S0034-0018-0008,Secondary Line,0.24,F1,141
622,S0034-0029-0005,Secondary Line,0.24,F1,142
623,S0034-0018-0001,Secondary Line,0.24,F1,143
624,S0034-0018-0002,Secondary Line,0.24,F1,144
625,S0034-0018-0003,Secondary Line,0.24,F1,145
626,S0034-0018-0004,Secondary Line,0.24,F1,146
627,S0034-0018-0005,Secondary Line,0.24,F1,147
628,S0034-0018-0006,Secondary Line,0.24,F1,148
629,S0034-0018-0009,Secondary Line,0.24,F1,149
630,S0034-0018-0007,Secondary Line,0.24,F1,150
631,S0034-0018-0010,Secondary Line,0.24,F1,151
632,S0034-0018-010A,Secondary Line,0.24,F1,152
633,S0034-0018-0011,Secondary Line,0.24,F1,153
634,S0034-0018-0012,Secondary Line,0.24,F1,154
635,S0034-0018-0013,Secondary Line,0.24,F1,155
636,S0034-0018-0014,Secondary Line,0.24,F1,156
637,S0034-0018-0015,Secondary Line,0.24,F1,157
638,S0034-0018-0016,Secondary Line,0.24,F1,158
639,S0034-0018-0017,Secondary Line,0.24,F1,159
640,S0034-0018-0018,Secondary Line,0.24,F1,160
641,S0034-0018-0019,Secondary Line,0.24,F1,161
642,S0034-0018-010B,Secondary Line,0.24,F1,162
643,S0034-0018-010C,Secondary Line,0.24,F1,163
644,S0034-0029-0001,Secondary Line,0.24,F1,164
645,S0034-0029-0002,Secondary Line,0.24,F1,165
646,S0034-0029-0003,Secondary Line,0.24,F1,166
647,S0034-0029-005A,Secondary Line,0.24,F1,167
648,S0034-0029-0006,Secondary Line,0.24,F1,168
649,S0034-0029-0004,Secondary Line,0.24,F1,169
650,S0034-0029-0007,Secondary Line,0.24,F1,170
651,S0034-0029-005B,Secondary Line,0.24,F1,171
652,S0034-007A-001a,Secondary Line,0.24,F1,172
653,S0034-007A-002A,Secondary Line,0.24,F1,173
654,S0034-007A-0003,Secondary Line,0.24,F1,174
655,S0034-007A-0001,Secondary Line,0.24,F1,175
656,S0034-007A-002B,Secondary Line,0.24,F1,176
657,S0034-007A-02B1,Secondary Line,0.24,F1,177
658,S0034-007A-002C,Secondary Line,0.24,F1,178
659,S0034-007A-002D,Secondary Line,0.24,F1,179
660,S0034-007A-002E,Secondary Line,0.24,F1,180
661,S0034-007A-02B2,Secondary Line,0.24,F1,181
662,S0034-007A-02B3,Secondary Line,0.24,F1,182
663,S0034-009a-002a,Secondary Line,0.24,F1,183
664,S0034-009a-0003,Secondary Line,0.24,F1,184
665,S0034-009a-0001,Secondary Line,0.24,F1,185
666,S0034-009a-0004,Secondary Line,0.24,F1,186
667,S0034-009a-0005,Secondary Line,0.24,F1,187
668,S0034-009a-0006,Secondary Line,0.24,F1,188
669,S0034-009a-0007,Secondary Line,0.24,F1,189
670,S0034-009a-002b,Secondary Line,0.24,F1,190
671,S0034-009a-002c,Secondary Line,0.24,F1,191
672,S0034-009a-002d,Secondary Line,0.24,F1,192
673,S000038-0000005,Secondary Line,0.24,F1,193
674,S000038-000001A,Secondary Line,0.24,F1,194
675,S000038-0000001,Secondary Line,0.24,F1,195
676,S000038-0000002,Secondary Line,0.24,F1,196
677,S000038-0000003,Secondary Line,0.24,F1,197
678,S000038-0000006,Secondary Line,0.24,F1,198
679,S000038-0000004,Secondary Line,0.24,F1,199
680,S000038-000006a,Secondary Line,0.24,F1,200
681,S000038-0000007,Secondary Line,0.24,F1,201
682,S000038-0000008,Secondary Line,0.24,F1,202
683,S000038-0000009,Secondary Line,0.24,F1,203
684,S000038-000009a,Secondary Line,0.24,F1,204
685,S000038-000001B,Secondary Line,0.24,F1,205
686,S000038-000001C,Secondary Line,0.24,F1,206
687,S000038-000001D,Secondary Line,0.24,F1,207
688,S000038-000001E,Secondary Line,0.24,F1,208
689,S000038-000001F,Secondary Line,0.24,F1,209
690,S0044-0029-0020,Secondary Line,0.24,F1,210
691,S0044-0064-0013,Secondary Line,0.24,F1,211
692,S0044-0029-0001,Secondary Line,0.24,F1,212
693,S0044-0029-0002,Secondary Line,0.24,F1,213
694,S0044-0029-0003,Secondary Line,0.24,F1,214
695,S0044-0029-0004,Secondary Line,0.24,F1,215
696,S0044-0029-0005,Secondary Line,0.24,F1,216
697,S0044-0029-0006,Secondary Line,0.24,F1,217
698,S0044-0029-0007,Secondary Line,0.24,F1,218
699,S0044-0029-0008,Secondary Line,0.24,F1,219
700,S0044-0029-0009,Secondary Line,0.24,F1,220
701,S0044-0029-0010,Secondary Line,0.24,F1,221
702,S0044-0029-0011,Secondary Line,0.24,F1,222
703,S0044-0029-0012,Secondary Line,0.24,F1,223
704,S0044-0029-0013,Secondary Line,0.24,F1,224
705,S0044-0029-0014,Secondary Line,0.24,F1,225
706,S0044-0029-0015,Secondary Line,0.24,F1,226
707,S0044-0029-0016,Secondary Line,0.24,F1,227
708,S0044-0029-0017,Secondary Line,0.24,F1,228
709,S0044-0029-019A,Secondary Line,0.24,F1,229
710,S0044-0029-0018,Secondary Line,0.24,F1,230
711,S0044-0029-0021,Secondary Line,0.24,F1,231
712,S0044-0029-0019,Secondary Line,0.24,F1,232
713,S0044-0029-0022,Secondary Line,0.24,F1,233
714,S0044-0029-0023,Secondary Line,0.24,F1,234
715,S0044-0029-0024,Secondary Line,0.24,F1,235
716,S0044-0029-0025,Secondary Line,0.24,F1,236
717,S0044-0029-0026,Secondary Line,0.24,F1,237
718,S0044-0029-0027,Secondary Line,0.24,F1,238
719,S0044-0029-0028,Secondary Line,0.24,F1,239
720,S0044-0029-0029,Secondary Line,0.24,F1,240
721,S0044-0029-0030,Secondary Line,0.24,F1,1
722,S0044-0029-0031,Secondary Line,0.24,F1,2
723,S0044-0029-0032,Secondary Line,0.24,F1,3
724,S0044-0029-0033,Secondary Line,0.24,F1,4
725,S0044-0029-0034,Secondary Line,0.24,F1,5
726,S0044-0029-0035,Secondary Line,0.24,F1,6
727,S0044-0029-0036,Secondary Line,0.24,F1,7
728,S0044-0029-0037,Secondary Line,0.24,F1,8
729,S0044-0029-0038,Secondary Line,0.24,F1,9
730,S0044-0029-0039,Secondary Line,0.24,F1,10
731,S0044-0029-0040,Secondary Line,0.24,F1,11
732,S0044-0029-0041,Secondary Line,0.24,F1,12
733,S0044-0029-019B,Secondary Line,0.24,F1,13
734,S0044-0064-0001,Secondary Line,0.24,F1,14
735,S0044-0064-0002,Secondary Line,0.24,F1,15
736,S0044-0064-0003,Secondary Line,0.24,F1,16
737,S0044-0064-0004,Secondary Line,0.24,F1,17
738,S0044-0064-0005,Secondary Line,0.24,F1,18
739,S0044-0064-0006,Secondary Line,0.24,F1,19
740,S0044-0064-0007,Secondary Line,0.24,F1,20
741,S0044-0064-0008,Secondary Line,0.24,F1,21
742,S0044-0064-0009,Secondary Line,0.24,F1,22
743,S0044-0064-0010,Secondary Line,0.24,F1,23
744,S0044-0064-0011,Secondary Line,0.24,F1,24
745,S0044-0064-0014,Secondary Line,0.24,F1,25
746,S0044-0064-0012,Secondary Line,0.24,F1,26
747,S0044-0064-0015,Secondary Line,0.24,F1,27
748,S0044-0064-0016,Secondary Line,0.24,F1,28
749,S0044-0064-0017,Secondary Line,0.24,F1,29
750,S0044-0064-0018,Secondary Line,0.24,F1,30
751,S0044-0064-0019,Secondary Line,0.24,F1,31
752,S0044-0064-0020,Secondary Line,0.24,F1,32
753,S0044-0064-0021,Secondary Line,0.24,F1,33
754,S0044-0064-0022,Secondary Line,0.24,F1,34
755,S0044-0064-0023,Secondary Line,0.24,F1,35
756,S0044-0064-0024,Secondary Line,0.24,F1,36
757,S000045-0000002,Secondary Line,0.24,F1,37
758,S000045-000001a,Secondary Line,0.24,F1,38
759,S000045-0000003,Secondary Line,0.24,F1,39
760,S000045-0000001,Secondary Line,0.24,F1,40
761,S000045-000003A,Secondary Line,0.24,F1,41
762,S000045-0000004,Secondary Line,0.24,F1,42
763,S000045-000004a,Secondary Line,0.24,F1,43
764,S000045-0000005,Secondary Line,0.24,F1,44
765,S000045-000005a,Secondary Line,0.24,F1,45
766,S000045-0000006,Secondary Line,0.24,F1,46
767,S000045-000001b,Secondary Line,0.24,F1,47
768,S000045-000001c,Secondary Line,0.24,F1,48
769,S000045-000001d,Secondary Line,0.24,F1,49
770,S000045-000001e,Secondary Line,0.24,F1,50
771,S000045-000001f,Secondary Line,0.24,F1,51
772,S000045-000001g,Secondary Line,0.24,F1,52
773,S000045-000001h,Secondary Line,0.24,F1,53
774,S000045-000001i,Secondary Line,0.24,F1,54
775,S000045-000001j,Secondary Line,0.24,F1,55
776,S0046-0022-0012,Secondary Line,0.24,F1,56
777,S0046-0022-0001,Secondary Line,0.24,F1,57
778,S0046-0022-0002,Secondary Line,0.24,F1,58
779,S0046-0022-0003,Secondary Line,0.24,F1,59
780,S0046-0022-0004,Secondary Line,0.24,F1,60
781,S0046-0022-0005,Secondary Line,0.24,F1,61
782,S0046-0022-0006,Secondary Line,0.24,F1,62
783,S0046-0022-0007,Secondary Line,0.24,F1,63
784,S0046-0022-009a,Secondary Line,0.24,F1,64
785,S0046-0022-0008,Secondary Line,0.24,F1,65
786,S0046-0022-0009,Secondary Line,0.24,F1,66
787,S0046-0022-0010,Secondary Line,0.24,F1,67
788,S0046-0022-0013,Secondary Line,0.24,F1,68
789,S0046-0022-0011,Secondary Line,0.24,F1,69
790,S0046-0022-0014,Secondary Line,0.24,F1,70
791,S0046-0022-0015,Secondary Line,0.24,F1,71
792,S0046-0022-0016,Secondary Line,0.24,F1,72
793,S0046-0022-0017,Secondary Line,0.24,F1,73
794,S0046-0022-0018,Secondary Line,0.24,F1,74
795,S0046-0022-0019,Secondary Line,0.24,F1,75
796,S0046-0022-0020,Secondary Line,0.24,F1,76
797,S0046-0022-0021,Secondary Line,0.24,F1,77
798,S0046-0022-09a1,Secondary Line,0.24,F1,78
799,S0046-0022-009b,Secondary Line,0.24,F1,79
800,S0046-0022-009c,Secondary Line,0.24,F1,80
801,S0049-0003-0004,Secondary Line,0.24,F1,81
802,S0049-0003-0001,Secondary Line,0.24,F1,82
803,S0049-0003-0002,Secondary Line,0.24,F1,83
804,S0049-0003-0005,Secondary Line,0.24,F1,84
805,S0049-0003-0003,Secondary Line,0.24,F1,85
806,S0049-0003-0006,Secondary Line,0.24,F1,86
807,S0049-0003-0007,Secondary Line,0.24,F1,87
808,S0049-0003-0008,Secondary Line,0.24,F1,88
809,S0049-0003-0009,Secondary Line,0.24,F1,89
810,S0049-0003-0010,Secondary Line,0.24,F1,90
811,S0049-0003-0011,Secondary Line,0.24,F1,91
812,S0049-0003-0012,Secondary Line,0.24,F1,92
813,S0049-0003-0013,Secondary Line,0.24,F1,93
814,S0054-0020-0010,Secondary Line,0.24,F1,94
815,S000054-0000005,Secondary Line,0.24,F1,95
816,S000054-0000001,Secondary Line,0.24,F1,96
817,S000054-0000002,Secondary Line,0.24,F1,97
818,S000054-0000003,Secondary Line,0.24,F1,98
819,S000054-000005a,Secondary Line,0.24,F1,99
820,S000054-0000006,Secondary Line,0.24,F1,100
821,S000054-0000004,Secondary Line,0.24,F1,101
822,S000054-0000007,Secondary Line,0.24,F1,102
823,S000054-0000008,Secondary Line,0.24,F1,103
824,S000054-0000009,Secondary Line,0.24,F1,104
825,S000054-000005b,Secondary Line,0.24,F1,105
826,S000054-000005c,Secondary Line,0.24,F1,106
827,S000054-000005d,Secondary Line,0.24,F1,107
828,S000054-000005e,Secondary Line,0.24,F1,108
829,S000054-000005f,Secondary Line,0.24,F1,109
830,S000054-000005g,Secondary Line,0.24,F1,110
831,S000054-000005h,Secondary Line,0.24,F1,111
832,S000054-000005i,Secondary Line,0.24,F1,112
833,S000054-000005j,Secondary Line,0.24,F1,113
834,S000054-000005k,Secondary Line,0.24,F1,114
835,S0054-0020-0001,Secondary Line,0.24,F1,115
836,S0054-0020-0002,Secondary Line,0.24,F1,116
837,S0054-0020-0003,Secondary Line,0.24,F1,117
838,S0054-0020-0004,Secondary Line,0.24,F1,118
839,S0054-0020-0005,Secondary Line,0.24,F1,119
840,S0054-0020-0006,Secondary Line,0.24,F1,120
841,S0054-0020-008A,Secondary Line,0.24,F1,121
842,S0054-0020-0007,Secondary Line,0.24,F1,122
843,S0054-0020-0008,Secondary Line,0.24,F1,123
844,S0054-0020-0011,Secondary Line,0.24,F1,124
845,S0054-0020-0009,Secondary Line,0.24,F1,125
846,S0054-0020-0012,Secondary Line,0.24,F1,126
847,S0054-0020-012a,Secondary Line,0.24,F1,127
848,S0054-0020-012A,Secondary Line,0.24,F1,128
849,S0054-0020-0013,Secondary Line,0.24,F1,129
850,S0054-0020-0014,Secondary Line,0.24,F1,130
851,S0054-0020-0015,Secondary Line,0.24,F1,131
852,S0054-0020-0016,Secondary Line,0.24,F1,132
853,S0054-0020-0017,Secondary Line,0.24,F1,133
854,S0054-0020-0018,Secondary Line,0.24,F1,134
855,S0054-0020-0019,Secondary Line,0.24,F1,135
856,S0054-0020-008B,Secondary Line,0.24,F1,136
857,S0054-0020-008C,Secondary Line,0.24,F1,137
858,S0054-0020-008D,Secondary Line,0.24,F1,138
859,S0054-0020-008E,Secondary Line,0.24,F1,139
860,S0054-0020-008F,Secondary Line,0.24,F1,140
861,S0054-0020-008G,Secondary Line,0.24,F1,141
862,S0054-0020-008H,Secondary Line,0.24,F1,142
863,S0054-0020-008I,Secondary Line,0.24,F1,143
864,S0054-0020-012b,Secondary Line,0.24,F1,144
865,S0054-0020-012B,Secondary Line,0.24,F1,145
866,S000065-0000004,Secondary Line,0.24,F1,146
867,S000065-000002a,Secondary Line,0.24,F1,147
868,S000065-0000001,Secondary Line,0.24,F1,148
869,S000065-000003a,Secondary Line,0.24,F1,149
870,S000065-0000002,Secondary Line,0.24,F1,150
871,S000065-0000005,Secondary Line,0.24,F1,151
872,S000065-0000003,Secondary Line,0.24,F1,152
873,S000065-000005a,Secondary Line,0.24,F1,153
874,S000065-0000006,Secondary Line,0.24,F1,154
875,S000065-000002b,Secondary Line,0.24,F1,155
876,S000065-000002c,Secondary Line,0.24,F1,156
877,S0072-0007-0003,Secondary Line,0.24,F1,157
878,S0072-0007-0001,Secondary Line,0.24,F1,158
879,S0072-0007-0004,Secondary Line,0.24,F1,159
880,S0072-0007-0002,Secondary Line,0.24,F1,160
881,S000073-0000007,Secondary Line,0.24,F1,161
882,S000073-0000001,Secondary Line,0.24,F1,162
883,S000073-0000002,Secondary Line,0.24,F1,163
884,S000073-0000003,Secondary Line,0.24,F1,164
885,S000073-000005a,Secondary Line,0.24,F1,165
886,S000073-0000004,Secondary Line,0.24,F1,166
887,S000073-0000005,Secondary Line,0.24,F1,167
888,S000073-0000008,Secondary Line,0.24,F1,168
889,S000073-0000006,Secondary Line,0.24,F1,169
890,S000073-0000009,Secondary Line,0.24,F1,170
891,S000073-0000010,Secondary Line,0.24,F1,171
892,S000090-0000007,Secondary Line,0.24,F1,172
893,S000090-0000001,Secondary Line,0.24,F1,173
894,S000090-000001a,Secondary Line,0.24,F1,174
895,S000090-000001b,Secondary Line,0.24,F1,175
896,S000090-0000002,Secondary Line,0.24,F1,176
897,S000090-0000003,Secondary Line,0.24,F1,177
898,S000090-0000004,Secondary Line,0.24,F1,178
899,S000090-0000005,Secondary Line,0.24,F1,179
900,S000090-0000008,Secondary Line,0.24,F1,180
901,S000090-0000006,Secondary Line,0.24,F1,181
902,S000090-0000009,Secondary Line,0.24,F1,182
903,S000090-0000010,Secondary Line,0.24,F1,183
904,S000090-0000011,Secondary Line,0.24,F1,184
905,S000090-0000012,Secondary Line,0.24,F1,185
906,S000091-0000001,Secondary Line,0.24,F1,186
907,S0092-0002-0001,Secondary Line,0.24,F1,187
908,S0092-0007-0007,Secondary Line,0.24,F1,188
909,S0092-0008-0001,Secondary Line,0.24,F1,189
910,S0092-0009-0001,Secondary Line,0.24,F1,190
911,S000092-0000001,Secondary Line,0.24,F1,191
912,S0092-0007-0001,Secondary Line,0.24,F1,192
913,S0092-0007-0002,Secondary Line,0.24,F1,193
914,S0092-0007-0003,Secondary Line,0.24,F1,194
915,S0092-0007-0004,Secondary Line,0.24,F1,195
916,S0092-0007-0005,Secondary Line,0.24,F1,196
917,S0092-0007-0008,Secondary Line,0.24,F1,197
918,S0092-0007-0006,Secondary Line,0.24,F1,198
919,S0092-0007-0009,Secondary Line,0.24,F1,199
920,S0092-0007-0010,Secondary Line,0.24,F1,200
921,S0092-0007-011A,Secondary Line,0.24,F1,201
922,S0092-0007-0011,Secondary Line,0.24,F1,202
923,S0092-0007-0012,Secondary Line,0.24,F1,203
924,S0092-0007-0013,Secondary Line,0.24,F1,204
925,S0092-0007-011B,Secondary Line,0.24,F1,205
926,S000093-0000001,Secondary Line,0.24,F1,206
927,S000094-0000001,Secondary Line,0.24,F1,207
928,S00094B-0000001,Secondary Line,0.24,F1,208
929,S00094C-0000001,Secondary Line,0.24,F1,209
930,S0095-0007-0005,Secondary Line,0.24,F1,210
931,S0095-0007-0001,Secondary Line,0.24,F1,211
932,S0095-0007-0002,Secondary Line,0.24,F1,212
933,S0095-0007-0003,Secondary Line,0.24,F1,213
934,S0095-0007-0006,Secondary Line,0.24,F1,214
935,S0095-0007-0004,Secondary Line,0.24,F1,215
936,S0095-0007-0007,Secondary Line,0.24,F1,216
937,S0095-0007-0008,Secondary Line,0.24,F1,217
938,S000099-0000001,Secondary Line,0.24,F1,218
939,S0100-0016-0006,Secondary Line,0.24,F1,219
940,S0100-0020-0001,Secondary Line,0.24,F1,220
941,S0100-0028-0008,Secondary Line,0.24,F1,221
942,S0100-0001-0001,Secondary Line,0.24,F1,222
943,S0100-0002-0001,Secondary Line,0.24,F1,223
944,S0100-030i-0006,Secondary Line,0.24,F1,224
945,S0100-039h-0009,Secondary Line,0.24,F1,225
946,S0100-039X-0001,Secondary Line,0.24,F1,226
947,S0100-0042-0007,Secondary Line,0.24,F1,227
948,S0100-0043-0001,Secondary Line,0.24,F1,228
949,S0100-0050-0001,Secondary Line,0.24,F1,229
950,S0100-0058-0005,Secondary Line,0.24,F1,230
951,S0100-0006-0006,Secondary Line,0.24,F1,231
952,S0100-0007-0001,Secondary Line,0.24,F1,232
953,S0100-0066-0005,Secondary Line,0.24,F1,233
954,S0100-0074-0005,Secondary Line,0.24,F1,234
955,S0100-0079-0001,Secondary Line,0.24,F1,235
956,S0100-0085-0001,Secondary Line,0.24,F1,236
957,S0100-13ar-0005,Secondary Line,0.24,F1,237
958,S0100-13bj-0006,Secondary Line,0.24,F1,238
959,S0100-013m-0009,Secondary Line,0.24,F1,239
960,S100-55-04-0003,Secondary Line,0.24,F1,240
961,S100-71-03-0001,Secondary Line,0.24,F1,1
962,S0100-072M-0004,Secondary Line,0.24,F1,2
963,S0100-072Y-0005,Secondary Line,0.24,F1,3
964,S100-13ag6-0013,Secondary Line,0.24,F1,4
965,S100-13ax15-014,Secondary Line,0.24,F1,5
966,S100-72Q12-0005,Secondary Line,0.24,F1,6
967,S100-72Q8c-0004,Secondary Line,0.24,F1,7
968,S000100-0000007,Secondary Line,0.24,F1,8
969,S000100-000002a,Secondary Line,0.24,F1,9
970,S000100-0000001,Secondary Line,0.24,F1,10
971,S000100-0000002,Secondary Line,0.24,F1,11
972,S000100-0000003,Secondary Line,0.24,F1,12
973,S000100-0000004,Secondary Line,0.24,F1,13
974,S000100-0000005,Secondary Line,0.24,F1,14
975,S000100-000007A,Secondary Line,0.24,F1,15
976,S000100-0000008,Secondary Line,0.24,F1,16
977,S000100-0000006,Secondary Line,0.24,F1,17
978,S000100-0000009,Secondary Line,0.24,F1,18
979,S000100-000009a,Secondary Line,0.24,F1,19
980,S000100-0000010,Secondary Line,0.24,F1,20
981,S000100-000002b,Secondary Line,0.24,F1,21
982,S000100-000002c,Secondary Line,0.24,F1,22
983,S000100-000003A,Secondary Line,0.24,F1,23
984,S0100-0006-0001,Secondary Line,0.24,F1,24
