Count,Customer ID,Billing Period Code,Energy Consumed (kWHr),Power Factor
1930,2020071110,202301,366,0.85
1931,2020071120,202301,120,0.85
1932,2020071130,202301,58,0.85
1933,2020071135,202301,48,0.85
1934,2020071140,202301,63,0.85
1935,2020071141,202301,0,0.85
1936,2020071142,202301,162,0.85
1937,2020071160,202301,96,0.85
1938,2020071162,202301,73,0.85
1939,2020071165,202301,29,0.85
1940,2020071170,202301,214,0.85
1941,2020071180,202301,180,0.85
1942,2020071182,202301,42,0.85
1943,2020071190,202301,1,0.85
1944,2020071200,202301,20,0.85
1945,2020071205,202301,21,0.85
1946,2020071210,202301,54,0.85
1947,2020071214,202301,308,0.85
1948,2020071215,202301,0,0.85
1949,2020071216,202301,56,0.85
1950,2020071220,202301,61,0.85
1951,2020071230,202301,103,0.85
1952,2020071250,202301,149,0.85
1953,2020071260,202301,497,0.85
1954,2020071270,202301,92,0.85
1955,2020071280,202301,94,0.85
1956,2020071290,202301,92,0.85
1957,2020071300,202301,37,0.85
1958,2020071320,202301,105,0.85
1959,2020071330,202301,1,0.85
1960,2020071339,202301,98,0.85
1961,2020071340,202301,40,0.85
1962,2020071341,202301,119,0.85
1963,2020071342,202301,608,0.85
1964,2020071346,202301,53,0.85
1965,2020071350,202301,25,0.85
1966,2020071366,202301,79,0.85
1967,2020071367,202301,59,0.85
1968,2020071370,202301,93,0.85
1969,2020071376,202301,38,0.85
1970,2020071390,202301,81,0.85
1971,2020071395,202301,41,0.85
1972,2020071397,202301,30,0.85
1973,2020071400,202301,2,0.85
1974,2020071405,202301,36,0.85
1975,2020071410,202301,52,0.85
1976,2020071420,202301,52,0.85
1977,2020071430,202301,75,0.85
1978,2020071432,202301,0,0.85
1979,2020071435,202301,54,0.85
1980,2020071436,202301,81,0.85
1981,2020071440,202301,54,0.85
1982,2020071445,202301,68,0.85
1983,2020071450,202301,6,0.85
1984,2020071460,202301,11,0.85
1985,2020071470,202301,191,0.85
1986,2020071475,202301,63,0.85
1987,2020071485,202301,74,0.85
1988,2020071493,202301,45,0.85
1989,2020071494,202301,28,0.85
1990,2020071495,202301,82,0.85
1991,2020071496,202301,147,0.85
1992,2020071497,202301,0,0.85
1993,2020080005,202301,138,0.85
1994,2020080010,202301,0,0.85
1995,2020080015,202301,43,0.85
1996,2020080020,202301,8,0.85
1997,2020080030,202301,92,0.85
1998,2020080040,202301,0,0.85
1999,2020080041,202301,40,0.85
2000,2020080045,202301,129,0.85
2001,2020080046,202301,118,0.85
2002,2020080050,202301,252,0.85
2003,2020080060,202301,142,0.85
2004,2020080070,202301,103,0.85
2005,2020080075,202301,2,0.85
2006,2020080080,202301,22,0.85
2007,2020080085,202301,91,0.85
2008,2020080095,202301,5,0.85
2009,2020080100,202301,46,0.85
2010,2020080105,202301,17,0.85
2011,2020080110,202301,230,0.85
2012,2020080115,202301,85,0.85
2013,2020080125,202301,0,0.85
2014,2020080130,202301,54,0.85
2015,2020080135,202301,198,0.85
2016,2020080140,202301,26,0.85
2017,2020080145,202301,86,0.85
2018,2020080150,202301,319,0.85
2019,2020080155,202301,24,0.85
2020,2020080160,202301,166,0.85
2021,2020080165,202301,0,0.85
2022,2020080170,202301,97,0.85
2023,2020080175,202301,84,0.85
2024,2020080178,202301,79,0.85
2025,2020080180,202301,63,0.85
2026,2020080185,202301,0,0.85
2027,2020080190,202301,93,0.85
2028,2020080191,202301,61,0.85
2029,2020080195,202301,143,0.85
2030,2020080200,202301,0,0.85
2031,2020080205,202301,83,0.85
2032,2020080210,202301,114,0.85
2033,2020080215,202301,142,0.85
2034,2020080220,202301,83,0.85
2035,2020080225,202301,22,0.85
2036,2020080235,202301,131,0.85
2037,2020080240,202301,39,0.85
2038,2020080245,202301,40,0.85
2039,2020080250,202301,97,0.85
2040,2020080255,202301,101,0.85
2041,2020080270,202301,56,0.85
2042,2020080272,202301,3,0.85
2043,2020080273,202301,68,0.85
2044,2020080274,202301,158,0.85
2045,2020080275,202301,350,0.85
2046,2020080280,202301,298,0.85
2047,2020080285,202301,79,0.85
2048,2020080290,202301,23,0.85
2049,2020080295,202301,27,0.85
2050,2020080300,202301,78,0.85
2051,2020080305,202301,233,0.85
2052,2020080306,202301,64,0.85
2053,2020080310,202301,0,0.85
2054,2020080320,202301,216,0.85
2055,2020080325,202301,50,0.85
2056,2020080330,202301,46,0.85
2057,2020080335,202301,100,0.85
2058,2020080340,202301,2,0.85
2059,2020080345,202301,41,0.85
2060,2020080350,202301,137,0.85
2061,2020080355,202301,0,0.85
2062,2020080365,202301,25,0.85
2063,2020080370,202301,68,0.85
2064,2020080375,202301,32,0.85
2065,2020080380,202301,221,0.85
2066,2020080385,202301,17,0.85
2067,2020080390,202301,47,0.85
2068,2020080395,202301,0,0.85
2069,2020080400,202301,163,0.85
2070,2020080405,202301,132,0.85
2071,2020080410,202301,27,0.85
2072,2020080415,202301,45,0.85
2073,2020080420,202301,120,0.85
2074,2020080425,202301,104,0.85
2075,2020080440,202301,52,0.85
2076,2020080445,202301,39,0.85
2077,2020080455,202301,24,0.85
2078,2020080465,202301,42,0.85
2079,2020080470,202301,181,0.85
2080,2020080475,202301,32,0.85
2081,2020080480,202301,6,0.85
2082,2020080485,202301,21,0.85
2083,2020080495,202301,13,0.85
2084,2020080500,202301,1,0.85
2085,2020080505,202301,17,0.85
2086,2020080510,202301,118,0.85
2087,2020080515,202301,83,0.85
2088,2020080520,202301,43,0.85
2089,2020080525,202301,1762,0.85
2090,2020080530,202301,31,0.85
2091,2020080531,202301,0,0.85
2092,2020080532,202301,41,0.85
2093,2020080534,202301,34,0.85
2094,2020080535,202301,16,0.85
2095,2020080545,202301,31,0.85
2096,2020080548,202301,133,0.85
2097,2020080549,202301,91,0.85
2098,2020080550,202301,142,0.85
2099,2020080551,202301,15,0.85
2100,2020080552,202301,8,0.85
2101,2020080555,202301,73,0.85
2102,2020080560,202301,197,0.85
2103,2020080565,202301,24,0.85
2104,2020080575,202301,133,0.85
2105,2020080580,202301,129,0.85
2106,2020080585,202301,45,0.85
2107,2020080590,202301,141,0.85
2108,2020080595,202301,144,0.85
2109,2020080605,202301,25,0.85
2110,2020080610,202301,101,0.85
2111,2020080620,202301,5,0.85
2112,2020080625,202301,3,0.85
2113,2020080630,202301,96,0.85
2114,2020080633,202301,0,0.85
2115,2020080634,202301,25,0.85
2116,2020080635,202301,0,0.85
2117,2020080637,202301,49,0.85
2118,2020080640,202301,23,0.85
2119,2020080645,202301,120,0.85
2120,2020080648,202301,59,0.85
2121,2020080650,202301,2322,0.85
2122,2020080655,202301,120,0.85
2123,2020080656,202301,9,0.85
2124,2020080657,202301,248,0.85
2125,2020080660,202301,375,0.85
2126,2020080665,202301,0,0.85
2127,2020080670,202301,40,0.85
2128,2020080674,202301,79,0.85
2129,2020080675,202301,111,0.85
2130,2020080676,202301,126,0.85
2131,2020080680,202301,171,0.85
2132,2020080690,202301,42,0.85
2133,2020080691,202301,233,0.85
2134,2020080695,202301,0,0.85
2135,2020080700,202301,271,0.85
2136,2020080710,202301,197,0.85
2137,2020080721,202301,32,0.85
2138,2020080725,202301,0,0.85
2139,2020080728,202301,156,0.85
2140,2020080729,202301,29,0.85
2141,2020080730,202301,89,0.85
2142,2020080740,202301,68,0.85
2143,2020080745,202301,25,0.85
2144,2020080755,202301,44,0.85
2145,2020080760,202301,49,0.85
2146,2020080765,202301,154,0.85
2147,2020080769,202301,37,0.85
2148,2020080770,202301,161,0.85
2149,2020080774,202301,59,0.85
2150,2020080776,202301,334,0.85
2151,2020080777,202301,184,0.85
2152,2020080778,202301,60,0.85
2153,2020080779,202301,294,0.85
2154,2020080780,202301,162,0.85
2155,2020080781,202301,665,0.85
2156,2020080783,202301,58,0.85
2157,2020080784,202301,43,0.85
2158,2020080785,202301,100,0.85
2159,2020080790,202301,0,0.85
2160,2020080795,202301,6,0.85
2161,2020080802,202301,0,0.85
2162,2020080805,202301,76,0.85
2163,2020080810,202301,63,0.85
2164,2020080815,202301,23,0.85
2165,2020080830,202301,42,0.85
2166,2020080840,202301,29,0.85
2167,2020080845,202301,79,0.85
2168,2020080850,202301,49,0.85
2169,2020080860,202301,65,0.85
2170,2020080865,202301,45,0.85
2171,2020080866,202301,38,0.85
2172,2020080868,202301,8,0.85
2173,2020080869,202301,104,0.85
2174,2020080880,202301,15,0.85
2175,2020080890,202301,37,0.85
2176,2020080910,202301,135,0.85
2177,2020080920,202301,159,0.85
2178,2020080930,202301,24,0.85
2179,2020080940,202301,6,0.85
2180,2020080950,202301,180,0.85
2181,2020080960,202301,268,0.85
2182,2020080965,202301,51,0.85
2183,2020080975,202301,91,0.85
2184,2020080980,202301,42,0.85
2185,2020080990,202301,112,0.85
2186,2020081000,202301,28,0.85
2187,2020081010,202301,56,0.85
2188,2020081011,202301,10,0.85
2189,2020081020,202301,173,0.85
2190,2020081030,202301,17,0.85
2191,2020081040,202301,4,0.85
2192,2020081045,202301,120,0.85
2193,2020081046,202301,0,0.85
2194,2020081050,202301,192,0.85
2195,2020081060,202301,212,0.85
2196,2020081070,202301,36,0.85
2197,2020081072,202301,5,0.85
2198,2020081075,202301,10,0.85
2199,2020081080,202301,67,0.85
2200,2020081090,202301,65,0.85
2201,2020081100,202301,87,0.85
2202,2020081130,202301,42,0.85
2203,2020081150,202301,32,0.85
2204,2020081160,202301,154,0.85
2205,2020081170,202301,128,0.85
2206,2020081180,202301,129,0.85
2207,2020081184,202301,46,0.85
2208,2020081185,202301,101,0.85
2209,2020081220,202301,435,0.85
2210,2020081222,202301,21,0.85
2211,2020081223,202301,22,0.85
2212,2020081224,202301,50,0.85
2213,2020081225,202301,48,0.85
2214,2020081226,202301,208,0.85
2215,2020081227,202301,110,0.85
2216,2020081228,202301,75,0.85
2217,2020081229,202301,1,0.85
2218,2020081230,202301,43,0.85
2219,2020081240,202301,2,0.85
2220,2020081250,202301,20,0.85
2221,2020081259,202301,594,0.85
2222,2020081280,202301,75,0.85
2223,2020081285,202301,9,0.85
2224,2020081290,202301,84,0.85
2225,2020081297,202301,0,0.85
2226,2020081300,202301,65,0.85
2227,2020081320,202301,0,0.85
2228,2020081325,202301,21,0.85
2229,2020081330,202301,44,0.85
2230,2020081340,202301,208,0.85
2231,2020081360,202301,36,0.85
2232,2020081365,202301,19,0.85
2233,2020081366,202301,15,0.85
2234,2020081367,202301,7,0.85
2235,2020081368,202301,19,0.85
2236,2020081369,202301,0,0.85
2237,2020081370,202301,29,0.85
2238,2020081373,202301,19,0.85
2239,2020081374,202301,187,0.85
2240,2020081375,202301,57,0.85
2241,2020081376,202301,30,0.85
2242,2020081377,202301,29,0.85
2243,2020081378,202301,66,0.85
2244,2020090010,202301,13,0.85
2245,2020090015,202301,283,0.85
2246,2020090040,202301,34,0.85
2247,2020090050,202301,12,0.85
2248,2020090060,202301,54,0.85
2249,2020090061,202301,97,0.85
2250,2020090082,202301,127,0.85
2251,2020090110,202301,31,0.85
2252,2020090115,202301,0,0.85
2253,2020090120,202301,136,0.85
2254,2020090121,202301,17,0.85
2255,2020090122,202301,13,0.85
2256,2020090123,202301,105,0.85
2257,2020090125,202301,98,0.85
2258,2020090126,202301,15,0.85
2259,2020090128,202301,4,0.85
2260,2020090130,202301,111,0.85
2261,2020090134,202301,20,0.85
2262,2020090135,202301,68,0.85
2263,2020090145,202301,12,0.85
2264,2020090150,202301,107,0.85
2265,2020090155,202301,26,0.85
2266,2020090160,202301,100,0.85
2267,2020090165,202301,6,0.85
2268,2020090170,202301,173,0.85
2269,2020090175,202301,12,0.85
2270,2020090180,202301,151,0.85
2271,2020090181,202301,31,0.85
2272,2020090182,202301,47,0.85
2273,2020090183,202301,18,0.85
2274,2020090184,202301,16,0.85
2275,2020090186,202301,10,0.85
2276,2020090190,202301,23,0.85
2277,2020090195,202301,35,0.85
2278,2020090200,202301,0,0.85
2279,2020090201,202301,3,0.85
2280,2020090202,202301,54,0.85
2281,2020090205,202301,78,0.85
2282,2020090210,202301,143,0.85
2283,2020090215,202301,66,0.85
2284,2020090216,202301,66,0.85
2285,2020090220,202301,10,0.85
2286,2020090233,202301,107,0.85
2287,2020090235,202301,198,0.85
2288,2020090240,202301,16,0.85
2289,2020090244,202301,91,0.85
2290,2020090245,202301,3,0.85
2291,2020090246,202301,26,0.85
2292,2020090247,202301,115,0.85
2293,2020090248,202301,62,0.85
2294,2020090250,202301,30,0.85
2295,2020090251,202301,125,0.85
2296,2020090255,202301,57,0.85
2297,2020090260,202301,75,0.85
2298,2020090265,202301,62,0.85
2299,2020090270,202301,40,0.85
2300,2020090272,202301,20,0.85
2301,2020090273,202301,5,0.85
2302,2020090275,202301,20,0.85
2303,2020090285,202301,19,0.85
2304,2020090290,202301,0,0.85
2305,2020090295,202301,106,0.85
2306,2020090296,202301,3,0.85
2307,2020090300,202301,22,0.85
2308,2020090305,202301,25,0.85
2309,2020090311,202301,16,0.85
2310,2020090315,202301,7,0.85
2311,2020090320,202301,80,0.85
2312,2020090321,202301,1,0.85
2313,2020090323,202301,288,0.85
2314,2020090324,202301,73,0.85
2315,2020090327,202301,41,0.85
2316,2020090328,202301,79,0.85
2317,2020090332,202301,9,0.85
2318,2020090335,202301,17,0.85
2319,2020090336,202301,1,0.85
2320,2020090337,202301,0,0.85
2321,2020090345,202301,3,0.85
2322,2020090350,202301,18,0.85
2323,2020090355,202301,10,0.85
2324,2020090365,202301,231,0.85
2325,2020090370,202301,14,0.85
2326,2020090375,202301,54,0.85
2327,2020090376,202301,0,0.85
2328,2020090377,202301,53,0.85
2329,2020090380,202301,53,0.85
2330,2020090395,202301,0,0.85
2331,2020090396,202301,288,0.85
2332,2020090397,202301,24,0.85
2333,2020090400,202301,21,0.85
2334,2020090405,202301,34,0.85
2335,2020090410,202301,187,0.85
2336,2020090411,202301,70,0.85
2337,2020090415,202301,1,0.85
2338,2020090416,202301,63,0.85
2339,2020090420,202301,26,0.85
2340,2020090422,202301,63,0.85
2341,2020090423,202301,48,0.85
2342,2020090425,202301,124,0.85
2343,2020090430,202301,86,0.85
2344,2020090435,202301,49,0.85
2345,2020090437,202301,20,0.85
2346,2020090440,202301,35,0.85
2347,2020090445,202301,110,0.85
2348,2020090450,202301,29,0.85
2349,2020090453,202301,38,0.85
2350,2020090454,202301,101,0.85
2351,2020090455,202301,77,0.85
2352,2020090457,202301,0,0.85
2353,2020090458,202301,156,0.85
2354,2020090459,202301,31,0.85
2355,2020090460,202301,92,0.85
2356,2020090462,202301,38,0.85
2357,2020090464,202301,39,0.85
2358,2020090465,202301,21,0.85
2359,2020090470,202301,38,0.85
2360,2020090475,202301,20,0.85
2361,2020090476,202301,174,0.85
2362,2020090480,202301,111,0.85
2363,2020090485,202301,122,0.85
2364,2020090490,202301,141,0.85
2365,2020090500,202301,45,0.85
2366,2020090503,202301,34,0.85
2367,2020090510,202301,28,0.85
2368,2020090515,202301,98,0.85
2369,2020090525,202301,22,0.85
2370,2020090530,202301,14,0.85
2371,2020090535,202301,46,0.85
2372,2020090550,202301,129,0.85
2373,2020090555,202301,2,0.85
2374,2020090556,202301,12,0.85
2375,2020090560,202301,53,0.85
2376,2020090565,202301,22,0.85
2377,2020090570,202301,66,0.85
2378,2020090575,202301,24,0.85
2379,2020090580,202301,14,0.85
2380,2020090590,202301,14,0.85
2381,2020090595,202301,52,0.85
2382,2020090600,202301,27,0.85
2383,2020090605,202301,27,0.85
2384,2020090615,202301,34,0.85
2385,2020090625,202301,4,0.85
2386,2020090630,202301,133,0.85
2387,2020090631,202301,53,0.85
2388,2020090632,202301,24,0.85
2389,2020090634,202301,43,0.85
2390,2020090636,202301,206,0.85
2391,2020090640,202301,91,0.85
2392,2020090645,202301,19,0.85
2393,2020090650,202301,212,0.85
2394,2020090655,202301,101,0.85
2395,2020090660,202301,39,0.85
2396,2020090670,202301,0,0.85
2397,2020090675,202301,30,0.85
2398,2020090680,202301,47,0.85
2399,2020090685,202301,115,0.85
2400,2020090690,202301,27,0.85
2401,2020090696,202301,131,0.85
2402,2020090697,202301,152,0.85
2403,2020090700,202301,0,0.85
2404,2020090705,202301,16,0.85
2405,2020090715,202301,7,0.85
2406,2020090720,202301,87,0.85
2407,2020090725,202301,0,0.85
2408,2020090730,202301,31,0.85
2409,2020090733,202301,70,0.85
2410,2020090734,202301,1,0.85
2411,2020090735,202301,48,0.85
2412,2020090736,202301,24,0.85
2413,2020090739,202301,5,0.85
2414,2020090740,202301,98,0.85
2415,2020090745,202301,24,0.85
2416,2020090750,202301,19,0.85
2417,2020090755,202301,80,0.85
2418,2020090760,202301,11,0.85
2419,2020090763,202301,23,0.85
2420,2020090764,202301,63,0.85
2421,2020090765,202301,55,0.85
2422,2020090766,202301,76,0.85
2423,2020090767,202301,64,0.85
2424,2020090768,202301,24,0.85
2425,2020090770,202301,8,0.85
2426,2020090775,202301,25,0.85
2427,2020090780,202301,29,0.85
2428,2020090785,202301,23,0.85
2429,2020090790,202301,21,0.85
2430,2020090795,202301,16,0.85
2431,2020090800,202301,297,0.85
2432,2020090801,202301,72,0.85
2433,2020090802,202301,54,0.85
2434,2020090804,202301,11,0.85
2435,2020090805,202301,83,0.85
2436,2020090806,202301,87,0.85
2437,2020090810,202301,51,0.85
2438,2020090815,202301,31,0.85
2439,2020090825,202301,118,0.85
2440,2020090830,202301,196,0.85
2441,2020090835,202301,0,0.85
2442,2020090845,202301,13,0.85
2443,2020090850,202301,188,0.85
2444,2020090855,202301,3,0.85
2445,2020090860,202301,23,0.85
2446,2020090865,202301,88,0.85
2447,2020090870,202301,80,0.85
2448,2020090871,202301,11,0.85
2449,2020090872,202301,57,0.85
2450,2020090873,202301,3,0.85
2451,2020090875,202301,25,0.85
2452,2020090880,202301,28,0.85
2453,2020090885,202301,91,0.85
2454,2020090890,202301,2,0.85
2455,2020090897,202301,0,0.85
2456,2020090898,202301,175,0.85
2457,2020090899,202301,68,0.85
2458,2020090900,202301,11,0.85
2459,2020090901,202301,104,0.85
2460,2020090902,202301,29,0.85
2461,2020090905,202301,0,0.85
2462,2020090906,202301,97,0.85
2463,2020090907,202301,19,0.85
2464,2020090910,202301,10,0.85
2465,2020090920,202301,39,0.85
2466,2020090923,202301,337,0.85
2467,2020090924,202301,10,0.85
2468,2020090925,202301,93,0.85
2469,2020090930,202301,21,0.85
2470,2020090935,202301,21,0.85
2471,2020090940,202301,18,0.85
2472,2020090945,202301,12,0.85
2473,2020090950,202301,75,0.85
2474,2020090952,202301,42,0.85
2475,2020090955,202301,31,0.85
2476,2020090957,202301,25,0.85
2477,2020090960,202301,117,0.85
2478,2020090965,202301,47,0.85
2479,2020090975,202301,0,0.85
2480,2020090980,202301,24,0.85
2481,2020090985,202301,15,0.85
2482,2020090990,202301,31,0.85
2483,2020091000,202301,8,0.85
2484,2020091001,202301,24,0.85
2485,2020091002,202301,57,0.85
2486,2020091004,202301,41,0.85
2487,2020091008,202301,21,0.85
2488,2020091010,202301,62,0.85
2489,2020091011,202301,169,0.85
2490,2020091012,202301,29,0.85
2491,2020091013,202301,177,0.85
2492,2020091015,202301,60,0.85
2493,2020091020,202301,16,0.85
2494,2020091025,202301,30,0.85
2495,2020091030,202301,56,0.85
2496,2020091035,202301,15,0.85
2497,2020091045,202301,35,0.85
2498,2020091050,202301,35,0.85
2499,2020091052,202301,33,0.85
2500,2020091055,202301,47,0.85
2501,2020091065,202301,47,0.85
2502,2020091070,202301,65,0.85
2503,2020091080,202301,176,0.85
2504,2020091082,202301,111,0.85
2505,2020091085,202301,51,0.85
2506,2020091090,202301,10,0.85
2507,2020091095,202301,105,0.85
2508,2020091100,202301,140,0.85
2509,2020091105,202301,6,0.85
2510,2020091110,202301,69,0.85
2511,2020091115,202301,92,0.85
2512,2020091120,202301,36,0.85
2513,2020091125,202301,9,0.85
2514,2020091130,202301,85,0.85
2515,2020091131,202301,146,0.85
2516,2020091137,202301,75,0.85
2517,2020091140,202301,22,0.85
2518,2020091141,202301,51,0.85
2519,2020091145,202301,51,0.85
2520,2020091150,202301,297,0.85
2521,2020091155,202301,122,0.85
2522,2020091157,202301,90,0.85
2523,2020091158,202301,10,0.85
2524,2020091160,202301,34,0.85
2525,2020091165,202301,83,0.85
2526,2020091175,202301,16,0.85
2527,2020091176,202301,39,0.85
2528,2020091186,202301,13,0.85
2529,2020091187,202301,67,0.85
2530,2020091190,202301,122,0.85
2531,2020091192,202301,10,0.85
2532,2020091193,202301,190,0.85
2533,2020091194,202301,45,0.85
2534,2020091195,202301,37,0.85
2535,2020091197,202301,38,0.85
2536,2020091199,202301,10,0.85
2537,2020091200,202301,90,0.85
2538,2020091210,202301,352,0.85
2539,2020091213,202301,59,0.85
2540,2020091214,202301,17,0.85
2541,2020091225,202301,100,0.85
2542,2020091230,202301,57,0.85
2543,2020091231,202301,28,0.85
2544,2020091235,202301,81,0.85
2545,2020091240,202301,58,0.85
2546,2020091245,202301,0,0.85
2547,2020091250,202301,11,0.85
2548,2020091251,202301,29,0.85
2549,2020091255,202301,48,0.85
2550,2020091270,202301,110,0.85
2551,2020091275,202301,67,0.85
2552,2020091280,202301,266,0.85
2553,2020091283,202301,45,0.85
2554,2020091285,202301,81,0.85
2555,2020091286,202301,0,0.85
2556,2020091289,202301,11,0.85
2557,2020091290,202301,14,0.85
2558,2020091292,202301,33,0.85
2559,2020091294,202301,17,0.85
2560,2020091299,202301,11,0.85
2561,2020091300,202301,5,0.85
2562,2020091305,202301,13,0.85
2563,2020091306,202301,12,0.85
2564,2020091308,202301,78,0.85
2565,2020091309,202301,14,0.85
2566,2020091310,202301,40,0.85
2567,2020091312,202301,36,0.85
2568,2020091313,202301,90,0.85
2569,2020091314,202301,76,0.85
2570,2020091318,202301,78,0.85
2571,2020091320,202301,0,0.85
2572,2020091322,202301,12,0.85
2573,2020091325,202301,32,0.85
2574,2020091330,202301,0,0.85
2575,2020091335,202301,13,0.85
2576,2020091340,202301,71,0.85
2577,2020091350,202301,1,0.85
2578,2020091355,202301,25,0.85
2579,2020091360,202301,0,0.85
2580,2020091370,202301,14,0.85
2581,2020091390,202301,33,0.85
2582,2020091395,202301,23,0.85
2583,2020091400,202301,21,0.85
2584,2020091405,202301,48,0.85
2585,2020091410,202301,28,0.85
2586,2020091420,202301,18,0.85
2587,2020091425,202301,13,0.85
2588,2020091435,202301,6,0.85
2589,2020091440,202301,29,0.85
2590,2020091455,202301,0,0.85
2591,2020091460,202301,11,0.85
2592,2020091480,202301,12,0.85
2593,2020091485,202301,18,0.85
2594,2020091495,202301,0,0.85
2595,2020091505,202301,11,0.85
2596,2020091510,202301,0,0.85
2597,2020091515,202301,25,0.85
2598,2020091520,202301,26,0.85
2599,2020091525,202301,0,0.85
2600,2020091530,202301,13,0.85
2601,2020091540,202301,10,0.85
2602,2020091542,202301,11,0.85
2603,2020091543,202301,0,0.85
2604,2020091544,202301,18,0.85
2605,2020091546,202301,0,0.85
2606,2020091547,202301,10,0.85
2607,2020091549,202301,38,0.85
2608,2020091551,202301,10,0.85
2609,2020091552,202301,26,0.85
2610,2020091553,202301,45,0.85
2611,2020091556,202301,23,0.85
2612,2020091557,202301,0,0.85
2613,2020091558,202301,96,0.85
2614,2020091559,202301,63,0.85
2615,2020091560,202301,36,0.85
2616,2020091562,202301,0,0.85
2617,2020091564,202301,12,0.85
2618,2020091566,202301,18,0.85
2619,2020091567,202301,27,0.85
2620,2020091569,202301,0,0.85
2621,2020091570,202301,0,0.85
2622,2020091571,202301,22,0.85
2623,2020091572,202301,19,0.85
2624,2020091573,202301,31,0.85
2625,2020100005,202301,49,0.85
2626,2020100006,202301,86,0.85
2627,2020100051,202301,19,0.85
2628,2020100053,202301,80,0.85
2629,2020100055,202301,260,0.85
2630,2020100056,202301,0,0.85
2631,2020100060,202301,12,0.85
2632,2020100070,202301,12,0.85
2633,2020100080,202301,61,0.85
2634,2020100095,202301,13,0.85
2635,2020100100,202301,11,0.85
2636,2020100105,202301,17,0.85
2637,2020100110,202301,84,0.85
2638,2020100120,202301,135,0.85
2639,2020100125,202301,64,0.85
2640,2020100126,202301,70,0.85
2641,2020100129,202301,0,0.85
2642,2020100130,202301,35,0.85
2643,2020100132,202301,141,0.85
2644,2020100135,202301,14,0.85
2645,2020100137,202301,47,0.85
2646,2020100155,202301,0,0.85
2647,2020100160,202301,34,0.85
2648,2020100165,202301,18,0.85
2649,2020100170,202301,0,0.85
2650,2020100175,202301,19,0.85
2651,2020100180,202301,20,0.85
2652,2020100185,202301,3,0.85
2653,2020100194,202301,41,0.85
2654,2020100195,202301,8,0.85
2655,2020100196,202301,11,0.85
2656,2020100205,202301,36,0.85
2657,2020100210,202301,13,0.85
2658,2020100215,202301,47,0.85
2659,2020100220,202301,0,0.85
2660,2020100225,202301,11,0.85
2661,2020100230,202301,130,0.85
2662,2020100231,202301,44,0.85
2663,2020100238,202301,51,0.85
2664,2020100240,202301,33,0.85
2665,2020100245,202301,77,0.85
2666,2020100250,202301,6,0.85
2667,2020100260,202301,418,0.85
2668,2020100270,202301,103,0.85
2669,2020100275,202301,58,0.85
2670,2020100280,202301,244,0.85
2671,2020100290,202301,15,0.85
2672,2020100300,202301,27,0.85
2673,2020100305,202301,29,0.85
2674,2020100310,202301,35,0.85
2675,2020100320,202301,15,0.85
2676,2020100325,202301,0,0.85
2677,2020100330,202301,28,0.85
2678,2020100335,202301,31,0.85
2679,2020100345,202301,81,0.85
2680,2020100350,202301,23,0.85
2681,2020100355,202301,58,0.85
2682,2020100360,202301,8,0.85
2683,2020100365,202301,0,0.85
2684,2020100370,202301,79,0.85
2685,2020100375,202301,28,0.85
2686,2020100380,202301,93,0.85
2687,2020100385,202301,81,0.85
2688,2020100390,202301,43,0.85
2689,2020100395,202301,74,0.85
2690,2020100400,202301,153,0.85
2691,2020100405,202301,41,0.85
2692,2020100410,202301,55,0.85
2693,2020100412,202301,14,0.85
2694,2020100414,202301,214,0.85
2695,2020100420,202301,0,0.85
2696,2020100435,202301,76,0.85
2697,2020100445,202301,7,0.85
2698,2020100450,202301,291,0.85
2699,2020100475,202301,13,0.85
2700,2020100480,202301,69,0.85
2701,2020100485,202301,0,0.85
2702,2020100490,202301,440,0.85
2703,2020100505,202301,5,0.85
2704,2020100515,202301,47,0.85
2705,2020100530,202301,122,0.85
2706,2020100540,202301,50,0.85
2707,2020100545,202301,16,0.85
2708,2020100550,202301,34,0.85
2709,2020100555,202301,23,0.85
2710,2020100560,202301,0,0.85
2711,2020100570,202301,32,0.85
2712,2020100580,202301,57,0.85
2713,2020100590,202301,88,0.85
2714,2020100600,202301,24,0.85
2715,2020100610,202301,49,0.85
2716,2020100620,202301,158,0.85
2717,2020100630,202301,46,0.85
2718,2020100640,202301,287,0.85
2719,2020100645,202301,37,0.85
2720,2020100650,202301,17,0.85
2721,2020100660,202301,131,0.85
2722,2020100670,202301,77,0.85
2723,2020100680,202301,50,0.85
2724,2020100685,202301,143,0.85
2725,2020100690,202301,45,0.85
2726,2020100700,202301,3,0.85
2727,2020100710,202301,109,0.85
2728,2020100730,202301,79,0.85
2729,2020100740,202301,122,0.85
2730,2020100745,202301,156,0.85
2731,2020100750,202301,116,0.85
2732,2020100755,202301,22,0.85
2733,2020100760,202301,365,0.85
2734,2020100770,202301,36,0.85
2735,2020100775,202301,61,0.85
2736,2020100780,202301,118,0.85
2737,2020100790,202301,103,0.85
2738,2020100800,202301,140,0.85
2739,2020100810,202301,9,0.85
2740,2020100811,202301,78,0.85
2741,2020100812,202301,184,0.85
2742,2020100815,202301,34,0.85
2743,2020100820,202301,32,0.85
2744,2020100825,202301,18,0.85
2745,2020100830,202301,66,0.85
2746,2020100831,202301,0,0.85
2747,2020100832,202301,37,0.85
2748,2020100833,202301,0,0.85
2749,2020100834,202301,145,0.85
2750,2020100840,202301,82,0.85
