Count,Secondary Customer Service Drop ID,"From 
Bus ID","To  
Customer ID",Phasing,Installation Type,Length-1         (meters),Length-2         (meters),Conductor Type,"Conductor
Size",Unit (C) 
3855,KSA2020140120,S000090-0000011,2020140120,BN,1,0.5,0,CU,10,AWG
3856,KSA2020140135,S0092-0007-011B,2020140135,BN,1,0.5,0,CU,10,AWG
3857,KSA2020140140,S000090-0000010,2020140140,BN,1,0.5,0,CU,10,AWG
3858,KSA2020140145,S0092-0007-0002,2020140145,BN,1,0.5,0,CU,10,AWG
3859,KSA2020140150,S000090-0000010,2020140150,BN,1,0.5,0,CU,10,AWG
3860,KSA2020140153,S0092-0007-0006,2020140153,BN,1,0.5,0,CU,10,AWG
3861,KSA2020140155,S000091-0000001,2020140155,CN,1,6.0,0,AL,2,AWG
3862,KSA2020140157,S000090-0000009,2020140157,BN,1,0.5,0,CU,10,AWG
3863,KSA2020140161,S0092-0007-0007,2020140161,BN,1,0.5,0,CU,10,AWG
3864,KSA2020140163,S0092-0007-0007,2020140163,BN,1,0.5,0,CU,10,AWG
3865,KSA2020140164,S000090-0000008,2020140164,BN,1,0.5,0,CU,10,AWG
3866,KSA2020140165,S0092-0007-0008,2020140165,BN,1,0.5,0,CU,10,AWG
3867,KSA2020140166,S0092-0007-0010,2020140166,BN,1,0.5,0,CU,10,AWG
3868,KSA2020140167,S0092-0007-0008,2020140167,BN,1,0.5,0,CU,10,AWG
3869,KSA2020140168,S0092-0007-0007,2020140168,BN,1,0.5,0,CU,10,AWG
3870,KSA2020140169,S0092-0007-0008,2020140169,BN,1,0.5,0,CU,10,AWG
3871,KSA2020140170,S0092-0007-0005,2020140170,BN,1,0.5,0,CU,10,AWG
3872,KSA2020140171,S0092-0007-0006,2020140171,BN,1,0.5,0,CU,10,AWG
3873,KSA2020140172,S0092-0007-0004,2020140172,BN,1,0.5,0,CU,10,AWG
3874,KSA2020140173,S0092-0007-0007,2020140173,BN,1,0.5,0,CU,10,AWG
3875,KSA2020140174,S0092-0007-0005,2020140174,BN,1,0.5,0,CU,10,AWG
3876,KSA2020140175,S0092-0007-011A,2020140175,BN,1,0.5,0,CU,10,AWG
3877,KSA2020140177,S0092-0007-0009,2020140177,BN,1,0.5,0,CU,10,AWG
3878,KSA2020140178,S0092-0007-011B,2020140178,BN,1,0.5,0,CU,10,AWG
3879,KSA2020140180,S0092-0007-0003,2020140180,BN,1,0.5,0,CU,10,AWG
3880,KSA2020140181,S0092-0007-0006,2020140181,BN,1,0.5,0,CU,10,AWG
3881,KSA2020140183,S0092-0007-0006,2020140183,BN,1,0.5,0,CU,10,AWG
3882,KSA2020140184,S0092-0007-011B,2020140184,BN,1,0.5,0,CU,10,AWG
3883,KSA2020140185,S0092-0007-011B,2020140185,BN,1,0.5,0,CU,10,AWG
3884,KSA2020140186,S0092-0007-011B,2020140186,BN,1,0.5,0,CU,10,AWG
3885,KSA2020140187,S0092-0007-011B,2020140187,BN,1,0.5,0,CU,10,AWG
3886,KSA2020140188,S0092-0007-0006,2020140188,BN,1,0.5,0,CU,10,AWG
3887,KSA2020140189,S0092-0007-0006,2020140189,BN,1,0.5,0,CU,10,AWG
3888,KSA2020140190,S0092-0007-0002,2020140190,BN,1,0.5,0,CU,10,AWG
3889,KSA2020140191,S0092-0007-0007,2020140191,BN,1,0.5,0,CU,10,AWG
3890,KSA2020140192,S0092-0007-0003,2020140192,BN,1,0.5,0,CU,10,AWG
3891,KSA2020140193,S0092-0007-0003,2020140193,BN,1,0.5,0,CU,10,AWG
3892,KSA2020140194,S0092-0007-0006,2020140194,BN,1,0.5,0,CU,10,AWG
3893,KSA2020140195,S0092-0007-0007,2020140195,BN,1,0.5,0,CU,10,AWG
3894,KSA2020140196,S0092-0007-0006,2020140196,BN,1,0.5,0,CU,10,AWG
3895,KSA2020140199,S0092-0007-011A,2020140199,BN,1,0.5,0,CU,10,AWG
3896,KSA2020140200,S000090-0000010,2020140200,BN,1,0.5,0,CU,10,AWG
3897,KSA2020140201,S0092-0007-0006,2020140201,BN,1,0.5,0,CU,10,AWG
3898,KSA2020140202,S0092-0007-0008,2020140202,BN,1,0.5,0,CU,10,AWG
3899,KSA2020140203,S0092-0007-0007,2020140203,BN,1,0.5,0,CU,10,AWG
3900,KSA2020140210,S000090-0000009,2020140210,BN,1,0.5,0,CU,10,AWG
3901,KSA2020140220,S000090-0000009,2020140220,BN,1,0.5,0,CU,10,AWG
3902,KSA2020140225,S0092-0007-0006,2020140225,BN,1,0.5,0,CU,10,AWG
3903,KSA2020140230,S000090-0000009,2020140230,BN,1,0.5,0,CU,10,AWG
3904,KSA2020140235,S0092-0007-0003,2020140235,BN,1,0.5,0,CU,10,AWG
3905,KSA2020140240,S000090-0000008,2020140240,BN,1,0.5,0,CU,10,AWG
3906,KSA2020140245,S000054-0000007,2020140245,AN,1,0.5,0,CU,10,AWG
3907,KSA2020140250,S000090-0000009,2020140250,BN,1,0.5,0,CU,10,AWG
3908,KSA2020140255,S0092-0007-0008,2020140255,BN,1,0.5,0,CU,10,AWG
3909,KSA2020140270,S000090-0000008,2020140270,BN,1,0.5,0,CU,10,AWG
3910,KSA2020140275,S000065-0000004,2020140275,AN,1,0.5,0,CU,10,AWG
3911,KSA2020140283,S000090-0000008,2020140283,BN,1,0.5,0,CU,10,AWG
3912,KSA2020140285,S000090-0000008,2020140285,BN,1,0.5,0,CU,10,AWG
3913,KSA2020140286,S000090-0000009,2020140286,BN,1,0.5,0,CU,10,AWG
3914,KSA2020140287,S000090-0000008,2020140287,BN,1,0.5,0,CU,10,AWG
3915,KSA2020140288,S000090-0000008,2020140288,BN,1,0.5,0,CU,10,AWG
3916,KSA2020140290,S000090-0000008,2020140290,BN,1,0.5,0,CU,10,AWG
3917,KSA2020140292,S000090-0000008,2020140292,BN,1,0.5,0,CU,10,AWG
3918,KSA2020140294,S000090-0000008,2020140294,BN,1,0.5,0,CU,10,AWG
3919,KSA2020140296,S000090-0000008,2020140296,BN,1,0.5,0,CU,10,AWG
3920,KSA2020140298,S000090-0000011,2020140298,BN,1,0.5,0,CU,10,AWG
3921,KSA2020140300,S000090-0000008,2020140300,BN,1,0.5,0,CU,10,AWG
3922,KSA2020140305,S000090-0000007,2020140305,BN,1,0.5,0,CU,10,AWG
3923,KSA2020140309,S000090-0000006,2020140309,BN,1,0.5,0,CU,10,AWG
3924,KSA2020140310,S000090-0000008,2020140310,BN,1,0.5,0,CU,10,AWG
3925,KSA2020140311,S000090-0000006,2020140311,BN,1,0.5,0,CU,10,AWG
3926,KSA2020140312,S000090-0000006,2020140312,BN,1,0.5,0,CU,10,AWG
3927,KSA2020140313,S000090-0000005,2020140313,BN,1,0.5,0,CU,10,AWG
3928,KSA2020140314,S000090-0000007,2020140314,BN,1,0.5,0,CU,10,AWG
3929,KSA2020140316,S000090-0000005,2020140316,BN,1,0.5,0,CU,10,AWG
3930,KSA2020140317,S000090-0000005,2020140317,BN,1,0.5,0,CU,10,AWG
3931,KSA2020140320,S000090-0000005,2020140320,BN,1,0.5,0,CU,10,AWG
3932,KSA2020140325,S000090-0000005,2020140325,BN,1,0.5,0,CU,10,AWG
3933,KSA2020140330,S000090-0000006,2020140330,BN,1,0.5,0,CU,10,AWG
3934,KSA2020140335,S000090-0000006,2020140335,BN,1,0.5,0,CU,10,AWG
3935,KSA2020140345,S000073-0000007,2020140345,BN,1,0.5,0,CU,10,AWG
3936,KSA2020140350,S000090-0000005,2020140350,BN,1,0.5,0,CU,10,AWG
3937,KSA2020140355,S000090-0000010,2020140355,BN,1,0.5,0,CU,10,AWG
3938,KSA2020140375,S000090-0000005,2020140375,BN,1,0.5,0,CU,10,AWG
3939,KSA2020140380,S000090-0000005,2020140380,BN,1,0.5,0,CU,10,AWG
3940,KSA2020140385,S000054-0000001,2020140385,AN,1,0.5,0,CU,10,AWG
3941,KSA2020140390,S000090-0000005,2020140390,BN,1,0.5,0,CU,10,AWG
3942,KSA2020140395,S000090-0000002,2020140395,BN,1,0.5,0,CU,10,AWG
3943,KSA2020140400,S000090-0000002,2020140400,BN,1,0.5,0,CU,10,AWG
3944,KSA2020140420,S000090-0000002,2020140420,BN,1,0.5,0,CU,10,AWG
3945,KSA2020140422,S000090-000001b,2020140422,BN,1,101.0,0,ACSR,2,AWG
3946,KSA2020140423,S000090-000001b,2020140423,BN,1,0.5,0,CU,10,AWG
3947,KSA2020140424,S000090-0000002,2020140424,BN,1,0.5,0,CU,10,AWG
3948,KSA2020140426,S000090-0000002,2020140426,BN,1,0.5,0,CU,10,AWG
3949,KSA2020140428,S000090-0000002,2020140428,BN,1,0.5,0,CU,10,AWG
3950,KSA2020140429,S000090-000001b,2020140429,BN,1,0.5,0,CU,10,AWG
3951,KSA2020140435,S000090-0000006,2020140435,BN,1,0.5,0,CU,10,AWG
3952,KSA2020140440,S000073-0000010,2020140440,BN,1,0.5,0,CU,10,AWG
3953,KSA2020140445,S000073-0000010,2020140445,BN,1,0.5,0,CU,10,AWG
3954,KSA2020140450,S000073-0000009,2020140450,BN,1,0.5,0,CU,10,AWG
3955,KSA2020140451,S000073-0000009,2020140451,BN,1,0.5,0,CU,10,AWG
3956,KSA2020140452,S000073-0000009,2020140452,BN,1,0.5,0,CU,10,AWG
3957,KSA2020140455,S000065-0000004,2020140455,AN,1,0.5,0,CU,10,AWG
3958,KSA2020140460,S000073-0000009,2020140460,BN,1,0.5,0,CU,10,AWG
3959,KSA2020140464,S000073-0000010,2020140464,BN,1,0.5,0,CU,10,AWG
3960,KSA2020140465,S000073-0000009,2020140465,BN,1,0.5,0,CU,10,AWG
3961,KSA2020140466,S000073-0000009,2020140466,BN,1,0.5,0,CU,10,AWG
3962,KSA2020140467,S000073-0000009,2020140467,BN,1,0.5,0,CU,10,AWG
3963,KSA2020140475,S000090-0000008,2020140475,BN,1,0.5,0,CU,10,AWG
3964,KSA2020140480,S000073-0000009,2020140480,BN,1,0.5,0,CU,10,AWG
3965,KSA2020140490,S000073-0000009,2020140490,BN,1,0.5,0,CU,10,AWG
3966,KSA2020140492,S000073-0000009,2020140492,BN,1,0.5,0,CU,10,AWG
3967,KSA2020140494,S000073-0000010,2020140494,BN,1,0.5,0,CU,10,AWG
3968,KSA2020140500,S000073-0000009,2020140500,BN,1,0.5,0,CU,10,AWG
3969,KSA2020140510,S000073-0000009,2020140510,BN,1,0.5,0,CU,10,AWG
3970,KSA2020140515,S000090-0000008,2020140515,BN,1,0.5,0,CU,10,AWG
3971,KSA2020140520,S000073-0000009,2020140520,BN,1,0.5,0,CU,10,AWG
3972,KSA2020140525,S000090-0000002,2020140525,BN,1,0.5,0,CU,10,AWG
3973,KSA2020140530,S000073-0000009,2020140530,BN,1,0.5,0,CU,10,AWG
3974,KSA2020140535,S000073-0000008,2020140535,BN,1,0.5,0,CU,10,AWG
3975,KSA2020140540,S000073-0000008,2020140540,BN,1,0.5,0,CU,10,AWG
3976,KSA2020140545,S0092-0007-0003,2020140545,BN,1,0.5,0,CU,10,AWG
3977,KSA2020140550,S000073-0000008,2020140550,BN,1,0.5,0,CU,10,AWG
3978,KSA2020140551,S000073-0000008,2020140551,BN,1,0.5,0,CU,10,AWG
3979,KSA2020140552,S000073-0000008,2020140552,BN,1,0.5,0,CU,10,AWG
3980,KSA2020140554,S000073-0000008,2020140554,BN,1,0.5,0,CU,10,AWG
3981,KSA2020140555,S000073-000005a,2020140555,BN,1,0.5,0,CU,10,AWG
3982,KSA2020140556,S000073-0000008,2020140556,BN,1,0.5,0,CU,10,AWG
3983,KSA2020140560,S000073-0000008,2020140560,BN,1,0.5,0,CU,10,AWG
3984,KSA2020140561,S000073-0000008,2020140561,BN,1,0.5,0,CU,10,AWG
3985,KSA2020140563,S000073-0000008,2020140563,BN,1,0.5,0,CU,10,AWG
3986,KSA2020140565,S000073-0000004,2020140565,BN,1,0.5,0,CU,10,AWG
3987,KSA2020140570,S000073-0000007,2020140570,BN,1,0.5,0,CU,10,AWG
3988,KSA2020140575,S000054-0000008,2020140575,AN,1,0.5,0,CU,10,AWG
3989,KSA2020140580,S000073-0000007,2020140580,BN,1,0.5,0,CU,10,AWG
3990,KSA2020140585,S000073-0000007,2020140585,BN,1,0.5,0,CU,10,AWG
3991,KSA2020140586,S000073-000005a,2020140586,BN,1,0.5,0,CU,10,AWG
3992,KSA2020140588,S000073-0000007,2020140588,BN,1,0.5,0,CU,10,AWG
3993,KSA2020140590,S000054-000005j,2020140590,AN,1,0.5,0,CU,10,AWG
3994,KSA2020140595,S000045-0000004,2020140595,AN,1,0.5,0,CU,10,AWG
3995,KSA2020140600,S000073-000005a,2020140600,BN,1,0.5,0,CU,10,AWG
3996,KSA2020140615,S000045-000004a,2020140615,AN,1,0.5,0,CU,10,AWG
3997,KSA2020140620,S000073-000005a,2020140620,BN,1,0.5,0,CU,10,AWG
3998,KSA2020140625,S000065-0000005,2020140625,AN,1,0.5,0,CU,10,AWG
3999,KSA2020140630,S000073-000005a,2020140630,BN,1,0.5,0,CU,10,AWG
4000,KSA2020140635,S000073-000005a,2020140635,BN,1,0.5,0,CU,10,AWG
4001,KSA2020140640,S000073-0000005,2020140640,BN,1,0.5,0,CU,10,AWG
4002,KSA2020140645,S000045-0000004,2020140645,AN,1,0.5,0,CU,10,AWG
4003,KSA2020140650,S000073-0000005,2020140650,BN,1,0.5,0,CU,10,AWG
4004,KSA2020140660,S000073-000005a,2020140660,BN,1,0.5,0,CU,10,AWG
4005,KSA2020140665,S000065-000002c,2020140665,AN,1,0.5,0,CU,10,AWG
4006,KSA2020140670,S000073-000005a,2020140670,BN,1,0.5,0,CU,10,AWG
4007,KSA2020140675,S000065-0000005,2020140675,AN,1,0.5,0,CU,10,AWG
4008,KSA2020140680,S000073-000005a,2020140680,BN,1,0.5,0,CU,10,AWG
4009,KSA2020140685,S000054-0000007,2020140685,AN,1,0.5,0,CU,10,AWG
4010,KSA2020140690,S000073-0000005,2020140690,BN,1,0.5,0,CU,10,AWG
4011,KSA2020140695,S000090-0000011,2020140695,BN,1,0.5,0,CU,10,AWG
4012,KSA2020140700,S000073-000005a,2020140700,BN,1,0.5,0,CU,10,AWG
4013,KSA2020140705,S000090-0000011,2020140705,BN,1,0.5,0,CU,10,AWG
4014,KSA2020140710,S000073-000005a,2020140710,BN,1,0.5,0,CU,10,AWG
4015,KSA2020140715,S0092-0007-0009,2020140715,BN,1,0.5,0,CU,10,AWG
4016,KSA2020140725,S000073-0000002,2020140725,BN,1,0.5,0,CU,10,AWG
4017,KSA2020140735,S0092-0007-0008,2020140735,BN,1,0.5,0,CU,10,AWG
4018,KSA2020140740,S000073-0000004,2020140740,BN,1,0.5,0,CU,10,AWG
4019,KSA2020140745,S000054-000005k,2020140745,AN,1,0.5,0,CU,10,AWG
4020,KSA2020140755,S000054-0000006,2020140755,AN,1,0.5,0,CU,10,AWG
4021,KSA2020140760,S000073-0000004,2020140760,BN,1,0.5,0,CU,10,AWG
4022,KSA2020140765,S000073-0000004,2020140765,BN,1,0.5,0,CU,10,AWG
4023,KSA2020140770,S000073-0000004,2020140770,BN,1,0.5,0,CU,10,AWG
4024,KSA2020140771,S000073-0000004,2020140771,BN,1,0.5,0,CU,10,AWG
4025,KSA2020140775,S000073-0000004,2020140775,BN,1,0.5,0,CU,10,AWG
4026,KSA2020140780,S000073-0000004,2020140780,BN,1,0.5,0,CU,10,AWG
4027,KSA2020140781,S000073-0000004,2020140781,BN,1,0.5,0,CU,10,AWG
4028,KSA2020140784,S000073-0000004,2020140784,BN,1,0.5,0,CU,10,AWG
4029,KSA2020140785,S000073-0000004,2020140785,BN,1,0.5,0,CU,10,AWG
4030,KSA2020140787,S000073-0000004,2020140787,BN,1,0.5,0,CU,10,AWG
4031,KSA2020140790,S000073-0000004,2020140790,BN,1,0.5,0,CU,10,AWG
4032,KSA2020140791,S000073-0000004,2020140791,BN,1,0.5,0,CU,10,AWG
4033,KSA2020140795,S000073-0000004,2020140795,BN,1,0.5,0,CU,10,AWG
4034,KSA2020140799,S000073-0000004,2020140799,BN,1,0.5,0,CU,10,AWG
4035,KSA2020140800,S000073-0000004,2020140800,BN,1,0.5,0,CU,10,AWG
4036,KSA2020140815,S000073-0000003,2020140815,BN,1,0.5,0,CU,10,AWG
4037,KSA2020140820,S000073-0000002,2020140820,BN,1,0.5,0,CU,10,AWG
4038,KSA2020140825,S000054-0000004,2020140825,AN,1,0.5,0,CU,10,AWG
4039,KSA2020140830,S000073-0000003,2020140830,BN,1,0.5,0,CU,10,AWG
4040,KSA2020140843,S000073-0000007,2020140843,BN,1,0.5,0,CU,10,AWG
4041,KSA2020140844,S000073-0000003,2020140844,BN,1,0.5,0,CU,10,AWG
4042,KSA2020140849,S000073-0000002,2020140849,BN,1,0.5,0,CU,10,AWG
4043,KSA2020140855,S000073-0000001,2020140855,BN,1,0.5,0,CU,10,AWG
4044,KSA2020140858,S000073-0000003,2020140858,BN,1,0.5,0,CU,10,AWG
4045,KSA2020140860,S000073-0000001,2020140860,BN,1,0.5,0,CU,10,AWG
4046,KSA2020140870,S000073-0000001,2020140870,BN,1,0.5,0,CU,10,AWG
4047,KSA2020140880,S000065-0000004,2020140880,AN,1,0.5,0,CU,10,AWG
4048,KSA2020140882,S000073-0000002,2020140882,BN,1,0.5,0,CU,10,AWG
4049,KSA2020140883,S000065-000005a,2020140883,AN,1,0.5,0,CU,10,AWG
4050,KSA2020140885,S000065-0000005,2020140885,AN,1,0.5,0,CU,10,AWG
4051,KSA2020140886,S000065-000005a,2020140886,AN,1,0.5,0,CU,10,AWG
4052,KSA2020140887,S000065-000005a,2020140887,AN,1,0.5,0,CU,10,AWG
4053,KSA2020140888,S000073-0000009,2020140888,BN,1,0.5,0,CU,10,AWG
4054,KSA2020140890,S000065-000005a,2020140890,AN,1,0.5,0,CU,10,AWG
4055,KSA2020140895,S000065-000005a,2020140895,AN,1,0.5,0,CU,10,AWG
4056,KSA2020140898,S000065-000005a,2020140898,AN,1,0.5,0,CU,10,AWG
4057,KSA2020140899,S000065-0000005,2020140899,AN,1,0.5,0,CU,10,AWG
4058,KSA2020140900,S000065-0000005,2020140900,AN,1,0.5,0,CU,10,AWG
4059,KSA2020140905,S000065-0000005,2020140905,AN,1,0.5,0,CU,10,AWG
4060,KSA2020140906,S000065-000005a,2020140906,AN,1,0.5,0,CU,10,AWG
4061,KSA2020140910,S000065-0000004,2020140910,AN,1,0.5,0,CU,10,AWG
4062,KSA2020140920,S000065-0000004,2020140920,AN,1,0.5,0,CU,10,AWG
4063,KSA2020140925,S000054-000005f,2020140925,AN,1,0.5,0,CU,10,AWG
4064,KSA2020140930,S000065-0000004,2020140930,AN,1,0.5,0,CU,10,AWG
4065,KSA2020140932,S000065-0000004,2020140932,AN,1,0.5,0,CU,10,AWG
4066,KSA2020140935,S000065-0000004,2020140935,AN,1,0.5,0,CU,10,AWG
4067,KSA2020140940,S000065-0000004,2020140940,AN,1,0.5,0,CU,10,AWG
4068,KSA2020140945,S000054-0000005,2020140945,AN,1,0.5,0,CU,10,AWG
4069,KSA2020140950,S000065-0000004,2020140950,AN,1,0.5,0,CU,10,AWG
4070,KSA2020140955,S000065-0000004,2020140955,AN,1,0.5,0,CU,10,AWG
4071,KSA2020140956,S000065-0000004,2020140956,AN,1,0.5,0,CU,10,AWG
4072,KSA2020140960,S000065-0000004,2020140960,AN,1,0.5,0,CU,10,AWG
4073,KSA2020140965,S000054-0000005,2020140965,AN,1,0.5,0,CU,10,AWG
4074,KSA2020140970,S000065-0000004,2020140970,AN,1,0.5,0,CU,10,AWG
4075,KSA2020140980,S000065-0000003,2020140980,AN,1,0.5,0,CU,10,AWG
4076,KSA2020140985,S0092-0007-011B,2020140985,BN,1,0.5,0,CU,10,AWG
4077,KSA2020140990,S000065-0000003,2020140990,AN,1,0.5,0,CU,10,AWG
4078,KSA2020141000,S000065-0000003,2020141000,AN,1,0.5,0,CU,10,AWG
4079,KSA2020141015,S0092-0007-011B,2020141015,BN,1,0.5,0,CU,10,AWG
4080,KSA2020141020,S000065-0000003,2020141020,AN,1,0.5,0,CU,10,AWG
4081,KSA2020141025,S000065-000003a,2020141025,AN,1,0.5,0,CU,10,AWG
4082,KSA2020141030,S000065-000003a,2020141030,AN,1,0.5,0,CU,10,AWG
4083,KSA2020141035,S000065-000003a,2020141035,AN,1,0.5,0,CU,10,AWG
4084,KSA2020141040,S000065-000003a,2020141040,AN,1,0.5,0,CU,10,AWG
4085,KSA2020141042,S000065-000003a,2020141042,AN,1,0.5,0,CU,10,AWG
4086,KSA2020141045,S000065-0000003,2020141045,AN,1,0.5,0,CU,10,AWG
4087,KSA2020141046,S000065-000003a,2020141046,AN,1,0.5,0,CU,10,AWG
4088,KSA2020141050,S000065-0000003,2020141050,AN,1,0.5,0,CU,10,AWG
4089,KSA2020141055,S000090-000001a,2020141055,BN,1,0.5,0,CU,10,AWG
4090,KSA2020141060,S000065-0000003,2020141060,AN,1,0.5,0,CU,10,AWG
4091,KSA2020141065,S000045-000004a,2020141065,AN,1,0.5,0,CU,10,AWG
4092,KSA2020141070,S000065-000003a,2020141070,AN,1,0.5,0,CU,10,AWG
4093,KSA2020141075,S000065-0000001,2020141075,AN,1,0.5,0,CU,10,AWG
4094,KSA2020141080,S000065-0000003,2020141080,AN,1,0.5,0,CU,10,AWG
4095,KSA2020141095,S000090-0000010,2020141095,BN,1,0.5,0,CU,10,AWG
4096,KSA2020141100,S000065-000003a,2020141100,AN,1,0.5,0,CU,10,AWG
4097,KSA2020141103,S000065-0000002,2020141103,AN,1,0.5,0,CU,10,AWG
4098,KSA2020141104,S000065-000003a,2020141104,AN,1,0.5,0,CU,10,AWG
4099,KSA2020141106,S000065-000003a,2020141106,AN,1,0.5,0,CU,10,AWG
4100,KSA2020141110,S000065-0000002,2020141110,AN,1,0.5,0,CU,10,AWG
4101,KSA2020141114,S000065-000002c,2020141114,AN,1,0.5,0,CU,10,AWG
4102,KSA2020141115,S000065-000002c,2020141115,AN,1,0.5,0,CU,10,AWG
4103,KSA2020141116,S000065-000003a,2020141116,AN,1,0.5,0,CU,10,AWG
4104,KSA2020141117,S000065-000002c,2020141117,AN,1,0.5,0,CU,10,AWG
4105,KSA2020141120,S000065-0000002,2020141120,AN,1,0.5,0,CU,10,AWG
4106,KSA2020141125,S000054-0000006,2020141125,AN,1,0.5,0,CU,10,AWG
4107,KSA2020141130,S000065-0000002,2020141130,AN,1,0.5,0,CU,10,AWG
4108,KSA2020141140,S000065-0000001,2020141140,AN,1,0.5,0,CU,10,AWG
4109,KSA2020141144,S000065-0000001,2020141144,AN,1,0.5,0,CU,10,AWG
4110,KSA2020141150,S000065-0000001,2020141150,AN,1,0.5,0,CU,10,AWG
4111,KSA2020141155,S000065-0000001,2020141155,AN,1,0.5,0,CU,10,AWG
4112,KSA2020141160,S000054-0000009,2020141160,AN,1,0.5,0,CU,10,AWG
4113,KSA2020141161,S000054-0000009,2020141161,AN,1,0.5,0,CU,10,AWG
4114,KSA2020141163,S000054-0000009,2020141163,AN,1,0.5,0,CU,10,AWG
4115,KSA2020141165,S000054-0000008,2020141165,AN,1,0.5,0,CU,10,AWG
4116,KSA2020141175,S000045-000004a,2020141175,AN,1,0.5,0,CU,10,AWG
4117,KSA2020141185,S000054-000005f,2020141185,AN,1,0.5,0,CU,10,AWG
4118,KSA2020141190,S000054-0000008,2020141190,AN,1,0.5,0,CU,10,AWG
4119,KSA2020141195,S000054-0000008,2020141195,AN,1,0.5,0,CU,10,AWG
4120,KSA2020141196,S000054-0000008,2020141196,AN,1,0.5,0,CU,10,AWG
4121,KSA2020141205,S0092-0007-011A,2020141205,BN,1,0.5,0,CU,10,AWG
4122,KSA2020141210,S000054-0000007,2020141210,AN,1,0.5,0,CU,10,AWG
4123,KSA2020141211,S000054-0000008,2020141211,AN,1,0.5,0,CU,10,AWG
4124,KSA2020141212,S000054-0000007,2020141212,AN,1,0.5,0,CU,10,AWG
4125,KSA2020141213,S000054-000005k,2020141213,AN,1,0.5,0,CU,10,AWG
4126,KSA2020141214,S000054-000005k,2020141214,AN,1,0.5,0,CU,10,AWG
4127,KSA2020141215,S000054-0000007,2020141215,AN,1,0.5,0,CU,10,AWG
4128,KSA2020141216,S000054-0000007,2020141216,AN,1,0.5,0,CU,10,AWG
4129,KSA2020141220,S000054-0000007,2020141220,AN,1,0.5,0,CU,10,AWG
4130,KSA2020141225,S0092-0007-0009,2020141225,BN,1,0.5,0,CU,10,AWG
4131,KSA2020141230,S000054-0000007,2020141230,AN,1,0.5,0,CU,10,AWG
4132,KSA2020141235,S0092-0007-011B,2020141235,BN,1,0.5,0,CU,10,AWG
4133,KSA2020141245,S000054-0000007,2020141245,AN,1,0.5,0,CU,10,AWG
4134,KSA2020141250,S000054-0000007,2020141250,AN,1,0.5,0,CU,10,AWG
4135,KSA2020141255,S000054-0000006,2020141255,AN,1,0.5,0,CU,10,AWG
4136,KSA2020141256,S000054-0000006,2020141256,AN,1,0.5,0,CU,10,AWG
4137,KSA2020141257,S000054-0000006,2020141257,AN,1,0.5,0,CU,10,AWG
4138,KSA2020141258,S000054-0000007,2020141258,AN,1,0.5,0,CU,10,AWG
4139,KSA2020141260,S000054-0000004,2020141260,AN,1,0.5,0,CU,10,AWG
4140,KSA2020141265,S000090-000001b,2020141265,BN,1,0.5,0,CU,10,AWG
4141,KSA2020141270,S000054-0000006,2020141270,AN,1,0.5,0,CU,10,AWG
4142,KSA2020141275,S000054-0000006,2020141275,AN,1,0.5,0,CU,10,AWG
4143,KSA2020141280,S000054-0000006,2020141280,AN,1,0.5,0,CU,10,AWG
4144,KSA2020141285,S0092-0007-0007,2020141285,BN,1,0.5,0,CU,10,AWG
4145,KSA2020141290,S000054-0000005,2020141290,AN,1,0.5,0,CU,10,AWG
4146,KSA2020141295,S000065-000005a,2020141295,AN,1,0.5,0,CU,10,AWG
4147,KSA2020141300,S000054-0000005,2020141300,AN,1,0.5,0,CU,10,AWG
4148,KSA2020141305,S000090-0000007,2020141305,BN,1,0.5,0,CU,10,AWG
4149,KSA2020141310,S000054-0000005,2020141310,AN,1,0.5,0,CU,10,AWG
4150,KSA2020141311,S000054-000005j,2020141311,AN,1,0.5,0,CU,10,AWG
4151,KSA2020141312,S000054-000005j,2020141312,AN,2,81.0,0,ACSR,2,AWG
4152,KSA2020141315,S000054-000005e,2020141315,AN,1,0.5,0,CU,10,AWG
4153,KSA2020141316,S000054-0000004,2020141316,AN,1,0.5,0,CU,10,AWG
4154,KSA2020141320,S000054-0000004,2020141320,AN,1,0.5,0,CU,10,AWG
4155,KSA2020141323,S000054-0000004,2020141323,AN,1,0.5,0,CU,10,AWG
4156,KSA2020141324,S000054-0000004,2020141324,AN,1,0.5,0,CU,10,AWG
4157,KSA2020141326,S000054-0000004,2020141326,AN,1,0.5,0,CU,10,AWG
4158,KSA2020141330,S000054-0000004,2020141330,AN,1,0.5,0,CU,10,AWG
4159,KSA2020141331,S000054-0000004,2020141331,AN,1,0.5,0,CU,10,AWG
4160,KSA2020141332,S000054-0000004,2020141332,AN,1,0.5,0,CU,10,AWG
4161,KSA2020141333,S000054-0000004,2020141333,AN,1,0.5,0,CU,10,AWG
4162,KSA2020141335,S000054-0000005,2020141335,AN,1,0.5,0,CU,10,AWG
4163,KSA2020141340,S000054-0000003,2020141340,AN,1,0.5,0,CU,10,AWG
4164,KSA2020141345,S000054-0000003,2020141345,AN,1,0.5,0,CU,10,AWG
4165,KSA2020141346,S000054-0000003,2020141346,AN,1,0.5,0,CU,10,AWG
4166,KSA2020141350,S000054-0000003,2020141350,AN,1,0.5,0,CU,10,AWG
4167,KSA2020141353,S000054-0000003,2020141353,AN,1,0.5,0,CU,10,AWG
